freqMGCplus_1,FFTmagMGCplus_1
0.004796163069544364,0.00027086729799670375
0.009592326139088728,0.00037178935549960656
0.014388489208633093,0.0005501886644173492
0.019184652278177457,0.0008877901885060107
0.02398081534772182,0.0018174530725232887
0.028776978417266185,0.0024382313522619695
0.03357314148681055,0.003250552594539135
0.03836930455635491,0.004251474278759042
0.043165467625899276,0.0017371631577723973
0.04796163069544364,0.002535808185348564
0.05275779376498801,0.005249829588104156
0.05755395683453237,0.0025966011386604547
0.06235011990407673,0.002223304763231173
0.0671462829736211,0.0027969512822294
0.07194244604316546,0.008523547685700406
0.07673860911270983,0.0005302260779351456
0.08153477218225419,0.004204747216270518
0.08633093525179855,0.004155036393869156
0.09112709832134291,0.004780619801504773
0.09592326139088728,0.0008858420025782861
0.10071942446043165,0.0031108042972211106
0.10551558752997602,0.0029108048319455345
0.11031175059952038,0.002417740029449989
0.11510791366906474,0.006110954721542254
0.1199040767386091,0.0038471468643344123
0.12470023980815347,0.0013388379816143148
0.12949640287769784,0.002289527564905175
0.1342925659472422,0.00178768514891188
0.13908872901678657,0.0063601078227141965
0.14388489208633093,0.0015242991789114818
0.1486810551558753,0.0023581808412911553
0.15347721822541965,0.0010223038832406913
0.15827338129496402,0.004564517348273147
0.16306954436450838,0.005063243380526998
0.16786570743405274,0.003352198998740454
0.1726618705035971,0.0011046427743454446
0.17745803357314147,0.006131305752940954
0.18225419664268583,0.001579027239765847
0.1870503597122302,0.0031179402989533764
0.19184652278177455,0.003359228089093624
0.19664268585131894,0.0010898521352578417
0.2014388489208633,0.005591863842601636
0.20623501199040767,0.0009795694296197302
0.21103117505995203,0.003422607626747124
0.2158273381294964,0.002844963336031785
0.22062350119904076,0.0013045209894797895
0.22541966426858512,0.0016096103801679746
0.23021582733812948,0.0012603483231851326
0.23501199040767384,0.0007253316363580751
0.2398081534772182,0.0010998341134402813
0.24460431654676257,0.0020518442754309126
0.24940047961630693,0.002784374218252462
0.2541966426858513,0.0022356086921276478
0.2589928057553957,0.0009994413170095443
0.26378896882494,0.0014658084882958808
0.2685851318944844,0.002802157959218844
0.27338129496402874,0.0024875794153556446
0.27817745803357313,0.002794504826976324
0.28297362110311747,0.0013796639109687995
0.28776978417266186,0.001370147316248555
0.2925659472422062,0.0011483131058647523
0.2973621103117506,0.0018561693640416401
0.3021582733812949,0.0027197687505255935
0.3069544364508393,0.0005371624510334666
0.3117505995203837,0.0019918792950868215
0.31654676258992803,0.00036847658113522725
0.3213429256594724,0.0023823657385811043
0.32613908872901676,0.002493271037101003
0.33093525179856115,0.0040650374320871435
0.3357314148681055,0.0014332378704614817
0.3405275779376499,0.0013035721940801242
0.3453237410071942,0.0011213808734876856
0.3501199040767386,0.00035865133539204696
0.35491606714628293,0.003371071745296144
0.3597122302158273,0.000832506847432946
0.36450839328537166,0.0027053096400280596
0.36930455635491605,0.0013915096334601999
0.3741007194244604,0.0015302006667446977
0.37889688249400477,0.00410780826849752
0.3836930455635491,0.0011796938811829572
0.3884892086330935,0.0025910909598947708
0.3932853717026379,0.0022104876892690903
0.3980815347721822,0.001109380560799563
0.4028776978417266,0.001322429859446927
0.40767386091127095,0.001507679453798802
0.41247002398081534,0.0014389318076915886
0.41726618705035967,0.0008492870765270588
0.42206235011990406,0.0009418516129613923
0.4268585131894484,0.0019339423876615861
0.4316546762589928,0.0015370845073380084
0.4364508393285371,0.000608375985967499
0.4412470023980815,0.0018799968885945498
0.44604316546762585,0.0014972139056868344
0.45083932853717024,0.0005940355015955661
0.45563549160671457,0.0016352384420105126
0.46043165467625896,0.0017380776573307998
0.46522781774580335,0.0007705989142372312
0.4700239808153477,0.0013839330031272783
0.4748201438848921,0.002243909457551204
0.4796163069544364,0.001947213088324644
0.4844124700239808,0.0024132728468438326
