Time	MGCplus_1	MGCplus_2	MGCplus_3	MGCplus_4	MGCplus_5
152.66	-0.9481	-1.682	-1.673	-0.8893	-0.6093
152.665	0.7526	0.3112	-0.9441	-1.347	-0.3944
152.67	0.549	0.4943	0.375	-0.09214	-0.01304
152.675	-0.4694	-0.316	0.6769	0.813	0.2554
152.68	-0.3514	-0.6712	-1.089	-0.7504	-0.5259
152.685	-0.2369	-0.05566	-0.0808	-0.00157	0.2256
152.69	0.5015	0.2227	1.553	4.059	2.545
152.695	1.816	3.618	4.04	1.057	0.4201
152.7	2.529	0.3199	-4.398	-7.78	-6.101
152.705	-2.267	-1.176	0.9304	4.079	2.596
152.71	-2.194	-3.085	-1.049	1.574	2.24
152.715	-0.9554	-0.9423	-0.2604	-0.2449	0.7991
152.72	2.281	3.286	1.833	0.2201	-0.5978
152.725	0.7151	-0.00511	-1.877	-3.415	-3.93
152.73	-0.7417	-1.597	-0.8316	-0.2744	-0.1764
152.735	-1.104	-0.6904	-0.132	0.8008	2.295
152.74	-0.7853	-0.4789	-0.3243	0.915	1.031
152.745	0.1188	0.415	0.6751	-0.07238	-0.9039
152.75	0.9755	0.4337	-0.9144	-2.134	-1.448
152.755	-0.3234	-0.5173	-0.7563	-0.2503	-0.3428
152.76	-0.6412	-0.4241	0.05436	0.7517	0.4685
152.765	-0.9008	-0.9023	-0.1902	0.4544	0.4946
152.77	0.5727	1.008	0.8194	0.1781	0.3814
152.775	0.4629	0.3072	-0.218	-0.4508	-0.1104
152.78	-0.09521	-0.149	0.1518	0.6917	0.3472
152.785	0.1685	0.4246	0.1252	-0.4155	-0.973
152.79	0.6986	0.3313	0.1751	0.2602	0.02421
152.795	-0.8896	-0.9009	0.3356	1.288	1.286
152.8	-0.5962	-0.426	-0.3184	-0.3461	0.04435
152.805	1.259	1.333	0.6059	-0.1897	-0.2965
152.81	1.162	0.8751	0.5164	0.3733	-0.1075
152.815	-0.5732	-1.296	-1.187	-0.7036	-0.6205
152.82	-1.891	-2.128	-1.778	-0.8968	-0.1037
152.825	-0.1484	-0.2658	-0.326	-0.5627	-0.00336
152.83	0.4843	0.2286	0.01555	-0.3177	-0.1417
152.835	-0.5098	-0.6999	-0.8031	-0.6572	-0.4772
152.84	-0.2695	-0.4019	-0.3245	0.4717	0.3923
152.845	0.4589	0.5724	0.00022	-0.6341	-0.9189
152.85	-0.8622	0.7672	4.736	7.515	6.07
152.855	2.878	3.638	0.3247	-5.522	-4.562
152.86	0.5549	-1.387	-3.909	-4.155	-2.948
152.865	-0.9336	-0.8932	0.5405	4.431	3.95
152.87	-2.638	-2.025	0.8672	1.394	0.9223
152.875	-0.3532	0.8127	1.688	1.546	0.5821
152.88	1.224	1.134	-0.7104	-1.766	-1.727
152.885	1.757	0.2117	-2.212	-2.708	-1.937
152.89	-0.8051	-0.5925	0.4663	0.3426	1.008
152.895	-1.24	-0.3872	0.6759	0.9641	0.943
152.9	-0.7797	-0.4787	0.1763	1.147	0.3781
152.905	0.6036	0.5655	0.04896	0.06468	0.2158
152.91	0.8386	0.3641	-0.6801	-1.906	-1.775
152.915	0.4052	0.2279	0.1133	0.4066	0.1133
152.92	-0.5459	-0.5084	0.01286	0.9111	1.02
152.925	-0.8425	-0.177	0.05176	-0.01627	0.03107
152.93	0.1992	0.3377	0.465	0.1145	-0.03573
152.935	0.3962	-0.2219	-0.5329	-0.04916	0.05165
152.94	1.002	1.081	0.7037	0.1449	-0.03428
152.945	0.646	1.248	0.5857	-0.1827	-0.5959
152.95	-0.7172	-0.6391	0.2688	0.8148	0.4204
152.955	-2.02	-2.111	-0.5867	0.9624	1.286
152.96	0.7292	0.2348	-0.7382	-1.081	-0.4942
152.965	1.229	1.232	0.04692	-1.43	-1.602
152.97	-0.3752	-0.5456	-0.01043	0.7906	0.6402
152.975	-0.838	-0.7213	-0.2266	0.3307	0.54
152.98	-0.06687	0.2877	0.06064	-0.5958	-0.4553
152.985	1.18	1.278	1.269	1.422	0.7672
152.99	-0.0656	0.1498	0.6901	1.118	0.7435
152.995	-0.3526	-0.568	-0.7042	-0.9631	-0.4826
153	0.3063	0.8425	0.121	-0.4399	-0.6244
153.005	-0.0771	0.1771	0.5194	0.5211	0.1694
153.01	-0.2462	-0.3806	0.1487	1.18	1.34
153.015	-0.9134	-0.8662	-0.5186	-0.675	-0.589
153.02	0.575	0.2604	-0.9914	-1.586	-1.093
153.025	-0.1597	0.01923	-0.00387	0.05303	-0.03209
153.03	-0.7844	-0.532	0.2957	1.142	0.7027
153.035	-0.1125	0.1722	0.1659	-0.2883	-0.3422
153.04	-0.173	-0.5724	-0.7755	-0.6846	-0.3863
153.045	0.1603	0.2137	-0.2171	0.01952	-0.1601
153.05	-0.343	-0.4878	0.1134	0.1949	0.03934
153.055	0.2006	-0.4114	-0.8024	-0.7609	-0.1862
153.06	-0.6129	-0.518	-0.3417	0.2781	0.2641
153.065	-0.1112	-0.09145	0.0658	-0.2909	-0.6365
153.07	0.9564	0.7483	0.1786	-0.4128	-0.3614
153.075	0.4073	0.02515	0.2146	0.9158	0.787
153.08	-0.09599	0.09534	0.4182	0.6436	0.3095
153.085	-0.5925	-0.2537	0.1181	-0.1419	-0.4207
153.09	0.3488	-0.2209	-0.8588	-1.01	-0.6084
153.095	0.8116	0.4785	0.2197	0.129	0.3149
153.1	-0.2011	0.2586	0.6249	0.8572	0.6121
153.105	0.1881	0.4591	0.8355	0.6067	0.06738
153.11	-0.7802	-1.505	-1.589	-1.095	-0.5431
153.115	0.5153	-0.05925	-0.4856	-0.5015	-0.2253
153.12	0.4346	0.88	0.5991	0.3319	0.02491
153.125	0.094	0.7734	1.336	0.8792	0.4354
153.13	-0.8364	-1.226	-0.7242	-0.1783	0.1305
153.135	-0.127	-0.3164	-0.3816	0.00066	0.1811
153.14	2.044	2.418	1.608	0.6463	-0.1905
153.145	-0.1993	0.03487	0.4439	0.9919	0.3863
153.15	-1.095	-1.692	-1.322	-0.7289	0.03814
153.155	-0.4918	-0.3662	-0.4543	-0.85	-0.3657
153.16	0.673	0.9194	0.4285	-0.2491	-0.5929
153.165	0.2206	0.3307	0.1397	0.04833	-0.05009
153.17	-0.8909	-1.474	-1.167	-0.1395	-0.02609
153.175	-0.7396	-0.8653	-0.535	-0.1775	0.03913
153.18	0.5505	0.9049	0.8213	0.4103	0.4833
153.185	0.3925	0.4882	0.2642	0.1712	0.261
153.19	0.6384	0.8622	0.1456	-0.6887	-0.7654
153.195	-0.3492	0.1383	1.181	1.409	0.3541
153.2	-0.04836	-0.3799	-0.665	0.1867	0.3157
153.205	-0.8529	1.01	4.362	5.778	4.687
153.21	3.4	2.908	-0.8732	-5.303	-3.859
153.215	-0.6513	-3.365	-6.048	-5.134	-3.486
153.22	-1.854	-0.9887	1.8	3.239	1.587
153.225	-0.9572	0.7288	3.134	3.356	2.777
153.23	0.07672	-0.9896	-1.856	0.4007	1.925
153.235	1.981	1.968	0.6733	-2.062	-2.969
153.24	1.3	1.882	1.208	-0.8265	-1.886
153.245	-0.4299	-1.46	-2.032	-1.153	0.3411
153.25	-1.485	-1.953	-1.105	0.5801	1.273
153.255	-0.906	-0.4519	1.204	1.859	0.7176
153.26	1.054	1.936	0.7828	-1.094	-1.101
153.265	0.1687	-1.337	-2.662	-2.297	-1.221
153.27	0.03419	-0.8442	-0.814	-0.4879	-0.1943
153.275	-0.7162	-0.2042	0.2053	0.3847	-0.1645
153.28	-1.111	-0.2459	0.1389	0.3436	0.2494
153.285	0.6	0.8387	1.022	0.9076	0.896
153.29	-0.04439	-0.6307	0.0492	1.244	1.28
153.295	1.437	1.722	0.5351	-0.9039	-1.084
153.3	-0.0734	0.2762	-0.215	-0.6915	-0.7841
153.305	-0.9442	-0.6883	0.2252	0.8703	0.8271
153.31	-0.8534	-1.253	-0.6227	0.3604	0.6327
153.315	0.4959	0.09096	-0.4619	-0.4306	0.07864
153.32	0.9888	1.954	1.599	0.307	-0.2805
153.325	0.08229	0.5207	0.9039	0.61	0.117
153.33	-0.08992	-0.9714	-1.408	-0.4967	-0.1254
153.335	-0.322	-0.7434	-0.8268	-0.3462	0.1282
153.34	-0.9751	0.02579	0.8413	0.6469	0.5288
153.345	0.3435	0.6771	0.5449	-0.2771	-0.7194
153.35	0.2964	-0.9199	-1.328	-0.6425	-0.344
153.355	0.3075	0.02868	-0.3956	-0.05777	0.6083
153.36	-0.4809	-0.2572	1.326	3.523	1.65
153.365	0.9713	3.962	4.677	1.261	0.1558
153.37	1.706	-1.029	-4.958	-7.286	-4.894
153.375	-1.162	-2.283	-1.303	2.52	1.902
153.38	-1.33	-0.597	1.083	1.659	1.418
153.385	-1.092	-0.2707	1.004	1.276	1.897
153.39	2.303	3.493	2.553	0.7275	-0.4391
153.395	1.689	1.197	-0.3704	-1.258	-2.442
153.4	-0.8906	-2.69	-2.151	-0.492	0.3589
153.405	-1.147	-0.2654	-0.02196	-0.00823	1.073
153.41	-0.8423	-0.6277	-0.3854	0.1563	0.2579
153.415	0.4413	0.3732	0.0139	-0.882	-1.363
153.42	-0.2407	-1.078	-1.651	-1.918	-1.066
153.425	-0.3872	-1	-1.394	-0.2482	0.1849
153.43	0.1898	1.005	0.9394	0.8973	0.5959
153.435	-0.9813	-0.924	-0.5214	-0.2531	-0.4106
153.44	-1.028	-0.7752	-0.3326	-0.501	-0.2063
153.445	1.387	1.024	0.2489	0.3128	0.2826
153.45	1.005	1.069	1.061	0.9548	0.4485
153.455	-0.347	0.2863	0.3503	0.1062	0.1288
153.46	-0.1396	0.1937	0.0048	-0.35	-0.2376
153.465	-0.5912	-0.7072	0.2147	0.9587	0.6976
153.47	0.2553	-0.3729	-0.8577	-0.3238	-0.08311
153.475	0.2466	0.5496	0.5366	0.1858	-0.2447
153.48	0.197	0.7755	0.9541	0.629	0.3083
153.485	0.5244	0.2899	0.24	0.1738	0.1922
153.49	-0.04707	-0.1486	-0.5331	-0.7099	-0.2594
153.495	0.2878	0.5083	0.7658	0.6119	0.3031
153.5	-0.05392	-0.1325	0.186	0.3786	-0.276
153.505	-1.065	-1.725	-1.367	-0.1909	0.3015
153.51	0.09283	-0.05346	-0.7389	-0.9418	-0.2294
153.515	0.9765	0.9532	0.4223	-0.1803	-0.3188
153.52	0.4289	0.6501	1.446	1.136	0.2337
153.525	-0.1701	-0.2203	-0.5027	-0.4324	-0.05253
153.53	-0.7873	-0.7683	-0.9967	-0.05891	0.3904
153.535	-0.5337	1.519	4.599	6.236	4.866
153.54	3.554	2.023	-1.91	-6.889	-5.474
153.545	-0.6062	-1.457	-2.502	-2.044	-2.277
153.55	-1.346	-0.6361	1.067	3.812	3.193
153.555	-2.24	-3.094	-1.808	-0.3949	1.427
153.56	-0.9923	0.2545	1.392	1.497	0.9581
153.565	3.715	3.627	0.5571	-1.988	-2.96
153.57	0.42	-0.1885	-0.9264	-1.969	-2.329
153.575	-1.291	-2.164	-1.307	0.4224	2.088
153.58	-1.728	-1.151	0.04453	0.9694	1.253
153.585	0.3335	1.434	1.725	1.621	0.4905
153.59	1.708	0.5988	-0.9324	-1.847	-1.132
153.595	-0.1511	-0.7853	-1.667	-2.2	-1.676
153.6	-1.569	-0.8961	0.5056	1.259	0.3663
153.605	-0.573	-1.085	-1.339	-0.1939	0.2671
153.61	-0.4204	-0.3397	0.09627	0.1871	0.6168
153.615	1.415	1.863	1.102	-0.06878	0.00072
153.62	0.5186	0.4067	0.6357	0.6938	0.2495
153.625	-0.3858	-0.4694	-0.7778	-0.5991	-0.6777
153.63	-0.6876	-0.7628	-0.6956	-0.06006	-0.08312
153.635	0.6368	0.7568	0.8082	0.5258	0.3509
153.64	0.1371	0.1152	0.8362	0.7832	0.647
153.645	-0.5732	-1.011	-1.125	-0.737	0.05572
153.65	0.3801	0.8337	0.6311	0.1473	-0.08021
153.655	1.603	1.493	0.8567	0.3709	-0.2897
153.66	-0.6208	-1.365	-1.226	-0.08679	0.1706
153.665	-1.68	-1.739	-1.026	-0.6988	-0.2152
153.67	0.09797	0.2975	0.3846	-0.0052	0.263
153.675	1.12	0.9598	0.1271	-0.5002	-0.3926
153.68	-0.1601	-0.5428	-0.4424	0.1132	0.05026
153.685	-0.3324	-0.2452	-0.2788	-0.08038	-0.03376
153.69	-0.67	0.3675	3.574	6.269	5.152
153.695	2.545	3.917	1.428	-4.469	-4.128
153.7	0.2356	-2.35	-5.511	-5.899	-4.022
153.705	-0.6846	-0.7336	0.933	4.866	4.357
153.71	-2.014	-1.324	1.707	2.039	1.607
153.715	-0.5404	1.103	1.637	0.8769	-0.3723
153.72	1.995	1.43	-0.7904	-1.039	-1.086
153.725	0.9981	-0.4416	-1.903	-2.456	-1.77
153.73	-0.5153	-0.6636	-0.2906	-0.5822	0.4003
153.735	-1.81	-0.7415	0.404	0.5999	0.6046
153.74	-1.265	-1.461	-1.029	0.4542	0.4638
153.745	1.819	0.7769	-0.2121	-0.8165	-0.4757
153.75	-0.7642	-0.9012	-1.533	-2.241	-1.861
153.755	-0.2756	-0.3774	-0.5188	-0.09931	-0.2312
153.76	-0.6092	-0.6448	-0.1094	1.052	1.355
153.765	-0.7445	-0.8446	-0.3964	-0.3542	-0.2025
153.77	0.4892	1.134	0.7945	-0.2116	-0.3825
153.775	1.797	1.734	1.281	1.392	0.7228
153.78	-0.291	-0.2816	0.1952	0.622	0.5745
153.785	0.5818	0.75	0.6631	-0.1208	-0.4741
153.79	-0.2102	0.1956	0.2058	0.4992	0.2811
153.795	0.2829	0.8108	1.242	1.088	0.6161
153.8	-0.4443	-0.9771	-0.4471	0.4824	0.75
153.805	0.1933	-0.05656	-0.1315	-0.5077	-0.7096
153.81	1.124	1.557	0.9957	0.4977	0.1088
153.815	-0.1647	-0.2125	-0.405	-0.07255	0.1726
153.82	-1.283	-1.434	-1.201	-1.44	-0.9214
153.825	0.07281	0.05513	0.5357	0.927	0.6859
153.83	0.4302	0.3658	0.4728	1.142	0.7731
153.835	0.00952	-0.1877	-0.8112	-1.497	-1.074
153.84	-0.4946	-0.5193	-0.7956	-0.7914	-0.5124
153.845	0.08195	0.158	0.2553	-0.0144	-0.3269
153.85	0.2453	0.4108	0.7797	1.308	1.343
153.855	-0.6878	-0.3679	0.0335	0.5082	0.6046
153.86	0.5012	0.6613	-0.1063	-1.103	-1.264
153.865	0.302	0.1794	-0.09057	-0.1197	-0.1915
153.87	0.2945	0.3143	0.761	1.581	1.208
153.875	-0.7142	-0.2177	-0.00612	-0.04268	0.1965
153.88	-0.3619	-0.06786	0.03314	-0.7054	-0.8613
153.885	-0.01169	-0.4299	-1.086	-0.4506	-0.01477
153.89	0.2352	0.334	0.329	0.223	-0.09461
153.895	-0.7387	-1.105	-0.6528	-0.4259	-0.1585
153.9	0.2614	-0.2654	-0.5794	-0.2285	0.1914
153.905	-0.282	0.2517	0.1822	-0.3212	-0.3404
153.91	-0.4553	-0.09505	-0.04893	-0.6086	-0.7081
153.915	0.3946	-0.3557	-0.6072	-0.09606	0.417
153.92	-0.4332	-0.882	-0.4263	0.5471	0.4927
153.925	0.2061	0.6107	0.5822	0.08639	-0.4549
153.93	-0.1955	0.03838	-0.2488	-0.6822	-0.6938
153.935	0.2763	-0.08002	-0.4177	-0.4187	-0.06841
153.94	0.4219	0.2391	0.7828	1.205	1.12
153.945	0.6314	1.228	1.115	0.8699	0.186
153.95	-0.6526	-0.4652	-0.2803	-0.473	-0.629
153.955	-0.4313	-1.181	-1.603	-1.095	-0.4103
153.96	0.1008	0.03061	0.2835	0.512	0.3839
153.965	1.109	1.407	0.8815	0.1627	0.01992
153.97	-0.9922	-0.7551	-0.00128	0.08443	0.1692
153.975	-1.284	-1.5	-1.331	-0.8495	-0.2533
153.98	0.8857	1.309	1.028	0.3541	-0.2561
153.985	1.397	0.4706	-0.2425	0.3323	0.2675
153.99	-0.8474	-0.5945	-0.04896	0.0132	0.05197
153.995	-1.019	-0.5555	0.08118	-0.1562	0.1117
154	0.98	1.251	0.6918	0.1686	-0.1349
154.005	0.9594	0.7315	0.2644	0.1828	0.2431
154.01	-0.697	-0.4688	-0.02961	0.1925	0.0481
154.015	-0.9744	-1.093	-0.6944	-0.3406	-0.4083
154.02	0.296	0.5078	0.2969	0.04355	0.2899
154.025	0.3243	0.08373	0.1411	0.4635	0.6398
154.03	0.1774	0.3014	-0.08338	-0.6901	-0.692
154.035	-0.04594	0.02319	0.3548	0.3355	-0.2173
154.04	-0.08865	0.209	0.1858	0.04214	0.0323
154.045	-0.3996	-0.5836	0.5723	3.294	2.015
154.05	1.042	3.417	5.036	2.705	1.581
154.055	2.256	-0.5391	-5.139	-7.451	-5.093
154.06	-1.38	-2.59	-2.575	-0.3455	-0.4206
154.065	-1.373	0.8143	4.343	3.964	2.255
154.07	-0.1197	-0.3828	-0.3892	1.2	2.489
154.075	0.6532	-0.3292	-1.115	-0.9837	-0.9994
154.08	1.262	1.91	1.504	-0.6938	-2.007
154.085	0.633	0.4385	-0.4796	-1.446	-1.051
154.09	-0.2624	-1.054	-1.359	-0.3171	1.084
154.095	-1.036	-1.199	0.387	1.946	1.337
154.1	-0.00829	1.176	1.484	0.362	-0.4608
154.105	0.5726	0.3789	-0.4702	-0.9919	-0.4231
154.11	-0.208	-1.611	-2.304	-1.697	-1.026
154.115	-0.06056	0.02267	0.2906	0.1345	0.0118
154.12	-0.3401	0.55	0.5904	0.3193	-0.1634
154.125	-0.1685	-0.05286	0.3368	0.2527	0.4121
154.13	-0.5862	-1.048	-0.4921	0.8829	1.31
154.135	0.57	0.4228	0.1342	-0.1756	-0.2639
154.14	1.069	1.275	-0.08625	-1.79	-1.948
154.145	-1.197	-1.075	-0.3079	0.3615	0.3578
154.15	-1.062	-1.451	-0.773	0.4178	0.8036
154.155	-0.1312	-0.366	-0.2912	0.3272	0.6861
154.16	1.117	1.739	1.28	-0.2098	-0.6973
154.165	0.1843	0.541	0.6872	0.1392	-0.3398
154.17	0.2781	-0.2897	-0.5771	0.256	0.6475
154.175	-0.02022	-0.29	-0.5687	-0.5063	-0.4538
154.18	-1.032	-0.6518	0.2422	0.243	0.2157
154.185	-0.166	0.3437	0.5899	0.4407	0.3931
154.19	0.6629	0.01138	-0.5569	-0.5726	-0.571
154.195	0.5799	-0.2377	-0.7049	-0.105	0.431
154.2	-0.0985	0.1518	-0.4031	-0.756	-1.06
154.205	-1.394	1.692	5.64	6.781	5.093
154.21	3.085	1.985	-2.548	-7.485	-5.75
154.215	-0.5462	-3.297	-4.134	-1.415	-0.3796
154.22	-1.735	-0.9437	0.751	2.575	1.895
154.225	-1.431	-0.8162	0.8485	0.2438	0.5119
154.23	1.993	2.808	1.711	1.205	0.968
154.235	1.432	1.342	0.6746	-0.281	-1.245
154.24	-0.1694	-1.043	-0.9714	-0.6355	-1.154
154.245	-0.5511	-0.9224	-0.9901	-0.8979	0.5417
154.25	-0.4364	-0.00862	0.00327	0.5417	0.8961
154.255	-0.188	0.00355	0.5109	0.7034	-0.06189
154.26	0.02057	-0.3786	-0.6468	-1.389	-1.153
154.265	-0.6235	-1.538	-2.148	-1.677	-0.8242
154.27	0.6544	0.8678	0.2873	0.2881	0.2374
154.275	-0.8446	-0.505	0.00549	0.3492	0.1721
154.28	-1.581	-1.803	-0.8157	-0.1905	-0.04298
154.285	1.297	1.725	1.143	0.2543	-0.04475
154.29	2.149	1.962	1.227	0.8026	0.492
154.295	-0.3636	0.2565	0.5488	0.751	0.6035
154.3	-1.304	-0.7738	-0.1269	0.05142	0.05997
154.305	0.1949	0.07398	0.02941	0.08678	0.1214
154.31	0.4532	0.19	0.1443	0.2359	0.04794
154.315	0.6752	0.123	-0.5703	-0.732	-0.4734
154.32	-1.174	-0.3605	0.7359	1.033	0.302
154.325	0.6007	0.4003	0.5416	0.4868	0.518
154.33	0.9269	0.7808	-0.246	-0.7452	-0.3536
154.335	0.2794	0.5219	0.3994	-0.2938	-0.4114
154.34	-0.3083	-0.03222	0.9237	1.384	0.7395
154.345	-0.5632	-1.279	-1.076	-0.111	-0.1605
154.35	-0.156	-0.4856	-0.9063	-0.6445	-0.01951
154.355	0.982	0.9194	0.01587	-0.8124	-0.2507
154.36	0.2724	0.5082	1.434	0.9043	0.1251
154.365	0.05236	-0.1117	-0.4519	-0.1553	0.01328
154.37	-0.9199	-0.7669	-0.6171	-0.1956	-0.04876
154.375	-0.3144	-0.802	-0.6595	1.302	0.4731
154.38	0.5296	2.436	4.626	4.058	3.206
154.385	2.883	0.8333	-4.287	-8.578	-6.438
154.39	-1.227	-0.8721	-0.7587	0.5301	-0.1227
154.395	-2.278	-2.805	-0.132	3.044	2.965
154.4	-2.42	-2.852	-1.426	-0.346	1.216
154.405	1.79	2.867	1.776	0.8846	0.4566
154.41	2.267	2.158	-0.1527	-2.778	-3.815
154.415	-0.9148	-1.737	-1.043	-0.8602	-1.066
154.42	-0.7645	-1.09	-0.6644	0.1889	1.676
154.425	-0.9868	-0.497	-0.2236	1.173	1.71
154.43	0.1712	0.565	1.209	1.249	0.1907
154.435	0.5844	0.2528	-0.5243	-2.328	-2.002
154.44	0.0338	-0.5192	-1.377	-1.459	-1.088
154.445	-0.588	-0.5379	-0.1657	1.03	0.6361
154.45	-0.9423	-1.093	-0.607	-0.2956	-0.178
154.455	-1.23	-0.7714	0.1471	0.4534	0.7997
154.46	2.539	2.625	1.51	0.01851	-0.09564
154.465	-0.3461	-0.7002	-0.6131	0.1548	0.2294
154.47	-0.09303	0.1207	0.00792	-0.5518	-0.9853
154.475	-0.02243	-0.2105	-0.4053	0.1173	0.1312
154.48	0.2079	0.3218	0.8818	0.9089	0.5903
154.485	-0.5043	-0.5498	-0.107	0.06404	0.4299
154.49	-0.04725	-0.1553	-0.3232	-0.6852	-0.3473
154.495	1.221	1.446	1.085	0.7014	0.2077
154.5	0.619	0.2054	0.1338	0.2755	-0.2519
154.505	-1.546	-1.982	-1.501	-0.4721	-0.02731
154.51	-0.4708	-0.3014	-0.128	-0.4204	-0.08273
154.515	0.9884	1.187	1.017	0.3706	0.287
154.52	0.7168	0.7121	0.3714	-0.1766	-0.1283
154.525	-0.4959	-0.7373	-0.2699	0.6188	0.3747
154.53	-0.3066	0.04368	0.1283	0.1347	0.02768
154.535	-0.1406	0.4609	3.276	6.009	4.692
154.54	2.226	3.788	1.844	-3.626	-3.332
154.545	0.7438	-1.382	-5.092	-7.02	-5.072
154.55	-0.574	-1.105	0.07209	4.25	4.148
154.555	-3.769	-3.046	0.7987	2.514	2.29
154.56	-0.8631	0.4972	1.42	0.7323	-0.4
154.565	2.49	2.661	0.6828	-0.7433	-1.227
154.57	2.277	0.6176	-2.069	-2.682	-2.034
154.575	-0.9235	-0.9677	-0.1015	-0.0709	0.6712
154.58	-2.142	-0.9613	0.6639	1.142	1.258
154.585	-0.5136	-0.8884	-0.598	0.2453	0.01765
154.59	0.7153	0.3318	-0.2241	-0.3887	-0.136
154.595	0.2365	-0.2084	-1.334	-2.344	-1.869
154.6	-0.01388	-0.307	-0.3234	-0.1157	-0.4526
154.605	-1.123	-0.8928	-0.1563	0.8748	1.088
154.61	-1.341	-1.502	-0.7448	0.01361	0.3903
154.615	0.5948	1.269	0.6805	-0.526	-0.5874
154.62	1.661	0.8826	0.2288	0.2491	0.06874
154.625	0.2093	0.3	0.4082	0.1724	0.00843
154.63	-0.3934	-0.01664	0.2123	0.1557	-0.036
154.635	-0.1971	0.1084	0.4624	0.6732	0.2429
154.64	-0.7317	-0.728	0.2512	0.9606	0.8157
154.645	-0.2468	-0.9421	-1.199	-0.8772	-0.09613
154.65	1.1	0.9328	0.02604	-1.159	-1.227
154.655	0.4847	0.882	0.8993	0.8832	0.4156
154.66	-1.008	-0.9078	-0.1746	0.5947	0.6612
154.665	-0.7586	-0.5733	-0.4657	-0.8497	-0.5469
154.67	1.116	1.108	0.9834	0.8632	0.5182
154.675	0.6977	0.8945	1.129	1.518	0.8285
154.68	-0.5277	-0.9358	-0.8604	-1.055	-0.6287
154.685	-0.5667	-0.2483	-0.5137	-0.7511	-0.5039
154.69	0.3723	0.336	0.07493	-0.2308	-0.4369
154.695	0.0736	0.1153	0.5823	0.989	0.9964
154.7	-0.5797	-0.5691	-0.2205	0.1056	0.351
154.705	-0.2548	0.02282	-0.2911	-0.9008	-0.9443
154.71	0.9979	0.7674	0.09505	-0.3046	-0.4039
154.715	0.06277	0.2789	0.9088	1.465	0.9717
154.72	-0.1398	0.1455	0.3282	0.2716	0.3921
154.725	-0.5595	-0.4334	0.1963	-0.1576	-0.4615
154.73	0.4375	0.01339	-0.8937	-0.7442	-0.2008
154.735	-0.1378	0.239	0.4995	0.3071	-0.1253
154.74	-0.03776	-0.6846	-0.571	-0.4092	-0.2186
154.745	0.01331	-0.2832	-0.6822	-0.5679	-0.05827
154.75	-0.7739	-0.2544	0.1849	0.1444	0.06594
154.755	0.1064	0.3245	0.3582	-0.187	-0.4531
154.76	1.048	0.5842	-0.05075	-0.1235	0.3138
154.765	-0.1615	-0.5485	-0.2248	0.5184	0.4707
154.77	-0.2365	0.5294	1.164	0.8879	0.1095
154.775	-0.2544	-0.3768	-0.3045	-0.2808	-0.271
154.78	0.605	0.1667	-0.5792	-1.083	-0.5416
154.785	0.6022	0.4162	0.4273	0.3847	0.4321
154.79	-0.1625	0.4798	0.9774	1.033	0.5667
154.795	-1.016	-1.228	-0.6698	-0.07906	-0.01033
154.8	-0.03033	-0.7395	-1.552	-1.664	-1.137
154.805	0.00684	-0.01354	-0.1468	-0.3635	-0.3054
154.81	0.7363	1.141	0.9569	0.3949	0.09587
154.815	-0.8604	-0.9741	0.08805	0.7592	0.8782
154.82	-0.7308	-0.8327	-0.7756	-0.565	-0.1411
154.825	1.01	1.6	1.44	0.6407	-0.1543
154.83	1.155	0.7847	0.1815	0.343	0.1314
154.835	-1.029	-1.096	-0.4551	0.1597	0.2302
154.84	-0.694	-0.7798	-0.5793	-0.8015	-0.1785
154.845	0.096	0.4837	0.2379	-0.2094	-0.2422
154.85	0.7034	0.4998	-0.02207	-0.2495	-0.1052
154.855	-0.618	-0.6994	-0.2665	0.1891	0.1096
154.86	-0.8214	-1.097	-0.8795	-0.5485	-0.5429
154.865	0.1693	0.2053	0.1645	-0.07019	0.218
154.87	0.6252	0.7159	0.6419	0.4857	0.5221
154.875	0.2423	0.4439	0.3526	0.03247	-0.1908
154.88	0.2511	0.3115	0.4608	0.378	-0.1063
154.885	-0.1645	0.09674	0.4149	0.3105	0.09479
154.89	-0.1818	-0.4749	-0.2214	2.043	1.142
154.895	0.7777	3.187	5.417	3.822	2.371
154.9	2.465	0.0715	-4.676	-7.755	-5.411
154.905	-2.202	-4.209	-5.038	-2.607	-1.627
154.91	-1.319	0.6588	4.102	3.972	2.169
154.915	-0.196	0.103	0.9175	2.042	2.883
154.92	0.4649	-0.6047	-1.501	-0.343	0.1648
154.925	1.405	2.49	1.884	-1.038	-2.621
154.93	1.076	1.341	0.7809	-0.5717	-0.9501
154.935	-0.3392	-1.336	-1.99	-0.8454	0.8821
154.94	-0.9318	-1.403	-0.1707	1.59	1.563
154.945	-0.7842	0.9614	2.253	1.464	0.0761
154.95	0.927	0.7507	-0.4051	-1.326	-0.7298
154.955	-0.5847	-2.472	-3.467	-2.424	-1.154
154.96	0.1996	-0.02772	-0.2508	-0.9766	-0.8328
154.965	-0.8726	0.2529	0.6213	0.5902	0.0316
154.97	-0.6009	-0.02262	0.9023	1.054	0.8284
154.975	0.1604	-0.2665	0.05393	1.106	1.462
154.98	0.7373	0.8581	1.112	1.099	0.5798
154.985	2.029	3.01	1.539	-0.8542	-1.454
154.99	-0.573	-0.6157	-0.06815	0.4936	0.3113
154.995	-1.34	-1.622	-0.6117	0.6053	0.8279
155	-0.3421	-0.7779	-0.8256	-0.1304	0.4489
