Time	MGCplus_1	MGCplus_2	MGCplus_3	MGCplus_4	MGCplus_5
0	-0.01062	-0.00782	-0.01055	0	-0.00387
0.005	-0.01026	-0.00736	-0.01044	0	-0.00423
0.01	-0.01004	-0.00719	-0.01048	-0.00015	-0.00458
0.015	-0.00994	-0.00728	-0.0103	0	-0.00455
0.02	-0.00973	-0.0076	-0.01006	-0.00034	-0.00468
0.025	-0.00899	-0.00758	-0.00951	-0.00056	-0.00475
0.03	-0.00838	-0.0074	-0.00904	-0.00051	-0.00432
0.035	-0.00806	-0.00736	-0.00892	-0.00038	-0.004
0.04	-0.00774	-0.00751	-0.00875	-0.00048	-0.00402
0.045	-0.00735	-0.00769	-0.00899	-0.00076	-0.00417
0.05	-0.00689	-0.00778	-0.00932	-0.00096	-0.00447
0.055	-0.00656	-0.00785	-0.0095	-0.0009	-0.00427
0.06	-0.00641	-0.00807	-0.00963	-0.00092	-0.00417
0.065	-0.00623	-0.00814	-0.00975	-0.00114	-0.00405
0.07	-0.00604	-0.00813	-0.00982	-0.00145	-0.00412
0.075	-0.0055	-0.00819	-0.00969	-0.00139	-0.00414
0.08	-0.00542	-0.00801	-0.00954	-0.00129	-0.00414
0.085	-0.00576	-0.00753	-0.0095	-0.00119	-0.00399
0.09	-0.00586	-0.0074	-0.00984	-0.00137	-0.00388
0.095	-0.00573	-0.0075	-0.01034	-0.00159	-0.00373
0.1	-0.00566	-0.00748	-0.01071	-0.00174	-0.00364
0.105	-0.00573	-0.00739	-0.01093	-0.002	-0.00347
0.11	-0.00582	-0.00741	-0.01057	-0.0021	-0.0034
0.115	-0.00566	-0.00735	-0.01006	-0.00204	-0.0033
0.12	-0.00547	-0.00744	-0.00984	-0.00263	-0.00324
0.125	-0.00547	-0.00744	-0.00969	-0.00274	-0.0031
0.13	-0.0055	-0.00768	-0.00989	-0.00263	-0.00302
0.135	-0.00518	-0.00792	-0.00997	-0.00286	-0.00286
0.14	-0.00497	-0.00802	-0.01	-0.00315	-0.0029
0.145	-0.00497	-0.00813	-0.00991	-0.00329	-0.00283
0.15	-0.00485	-0.00791	-0.00965	-0.00326	-0.00265
0.155	-0.00498	-0.00792	-0.00949	-0.0034	-0.00274
0.16	-0.00536	-0.00799	-0.00949	-0.00355	-0.00306
0.165	-0.00527	-0.00814	-0.00955	-0.00386	-0.00346
0.17	-0.00483	-0.00856	-0.00979	-0.00392	-0.00364
0.175	-0.00432	-0.00895	-0.00977	-0.00403	-0.00361
0.18	-0.0041	-0.00913	-0.00978	-0.00425	-0.00384
0.185	-0.00406	-0.0089	-0.0098	-0.00459	-0.00398
0.19	-0.0038	-0.00865	-0.0098	-0.00473	-0.00395
0.195	-0.00335	-0.00852	-0.01006	-0.00465	-0.00401
0.2	-0.00318	-0.00831	-0.01009	-0.00456	-0.00406
0.205	-0.00323	-0.00807	-0.00989	-0.0048	-0.00437
0.21	-0.00316	-0.00791	-0.00996	-0.00482	-0.00487
0.215	-0.0028	-0.00787	-0.01001	-0.00465	-0.00539
0.22	-0.00285	-0.00787	-0.00983	-0.00474	-0.00564
0.225	-0.00326	-0.00813	-0.00979	-0.00497	-0.00585
0.23	-0.00357	-0.00837	-0.0095	-0.00533	-0.00603
0.235	-0.0038	-0.00862	-0.00931	-0.00564	-0.00599
0.24	-0.00396	-0.00882	-0.00945	-0.00569	-0.00603
0.245	-0.00383	-0.00874	-0.00933	-0.0055	-0.00577
0.25	-0.00377	-0.00864	-0.00918	-0.00561	-0.0055
0.255	-0.00368	-0.00882	-0.00914	-0.00583	-0.00549
0.26	-0.00381	-0.00913	-0.00905	-0.00574	-0.00537
0.265	-0.00411	-0.00913	-0.00891	-0.00541	-0.00522
0.27	-0.00425	-0.00911	-0.0088	-0.00514	-0.00512
0.275	-0.00453	-0.00911	-0.00854	-0.00526	-0.00498
0.28	-0.00451	-0.0092	-0.00854	-0.00517	-0.00482
0.285	-0.0046	-0.00913	-0.00875	-0.00528	-0.00477
0.29	-0.00468	-0.00894	-0.00881	-0.00533	-0.00436
0.295	-0.00458	-0.00882	-0.00867	-0.00563	-0.00409
0.3	-0.00442	-0.00874	-0.00869	-0.00579	-0.00412
0.305	-0.00423	-0.00872	-0.00886	-0.006	-0.00389
0.31	-0.00419	-0.00876	-0.00895	-0.00637	-0.00374
0.315	-0.00401	-0.00865	-0.00866	-0.0068	-0.00367
0.32	-0.00406	-0.00881	-0.00855	-0.00698	-0.0036
0.325	-0.00409	-0.0091	-0.00892	-0.00702	-0.00324
0.33	-0.00403	-0.00935	-0.00909	-0.00689	-0.00302
0.335	-0.00381	-0.00942	-0.00896	-0.00623	-0.00307
0.34	-0.00342	-0.00945	-0.00913	-0.00599	-0.00285
0.345	-0.0034	-0.0095	-0.00908	-0.006	-0.00279
0.35	-0.00333	-0.00984	-0.00919	-0.00595	-0.00297
0.355	-0.00346	-0.01002	-0.00936	-0.0056	-0.00271
0.36	-0.00361	-0.00971	-0.00933	-0.00509	-0.00253
0.365	-0.00372	-0.00957	-0.0095	-0.00514	-0.0025
0.37	-0.00402	-0.00943	-0.00951	-0.00533	-0.00252
0.375	-0.00412	-0.00991	-0.00942	-0.00546	-0.00269
0.38	-0.00411	-0.01017	-0.00943	-0.0054	-0.00298
0.385	-0.00411	-0.01023	-0.00978	-0.00561	-0.0031
0.39	-0.00415	-0.01065	-0.01005	-0.00611	-0.00312
0.395	-0.00389	-0.01083	-0.01011	-0.00627	-0.00313
0.4	-0.00377	-0.01084	-0.01026	-0.00622	-0.00329
0.405	-0.00345	-0.0108	-0.01021	-0.00608	-0.00337
0.41	-0.00306	-0.01075	-0.01011	-0.0056	-0.0034
0.415	-0.00275	-0.01088	-0.01017	-0.00546	-0.00335
0.42	-0.00263	-0.0112	-0.01009	-0.00536	-0.00333
0.425	-0.00259	-0.01124	-0.00992	-0.00502	-0.00334
0.43	-0.00231	-0.01112	-0.00975	-0.00474	-0.0034
0.435	-0.00217	-0.01109	-0.00959	-0.00429	-0.00352
0.44	-0.00198	-0.01109	-0.00897	-0.00397	-0.00339
0.445	-0.00187	-0.0111	-0.00885	-0.00393	-0.0034
0.45	-0.00167	-0.01096	-0.00928	-0.00405	-0.00391
0.455	-0.00139	-0.01085	-0.0091	-0.00432	-0.00418
0.46	-0.00122	-0.01064	-0.00894	-0.00432	-0.00414
0.465	-0.00117	-0.01076	-0.0088	-0.00429	-0.004
0.47	-0.00112	-0.01118	-0.00869	-0.00444	-0.00402
0.475	-0.00099	-0.0114	-0.00871	-0.00484	-0.00412
0.48	-0.00065	-0.01119	-0.0084	-0.0046	-0.00421
0.485	-0.00022	-0.01113	-0.00832	-0.00447	-0.00456
0.49	-0.00013	-0.01101	-0.00811	-0.00458	-0.00464
0.495	-0.00045	-0.01105	-0.00799	-0.00483	-0.00447
0.5	-0.00065	-0.01096	-0.00785	-0.00497	-0.00447
0.505	-0.00054	-0.01062	-0.00785	-0.00482	-0.00466
0.51	-0.0004	-0.01041	-0.0077	-0.00508	-0.00483
0.515	-0.00043	-0.01044	-0.0076	-0.00538	-0.00501
0.52	-0.00031	-0.01044	-0.00783	-0.00546	-0.00504
0.525	-0.00027	-0.01036	-0.00784	-0.00546	-0.00499
0.53	-0.00022	-0.01037	-0.00769	-0.00512	-0.0049
0.535	-0.00044	-0.01046	-0.00752	-0.00499	-0.00504
0.54	-0.0007	-0.01069	-0.00701	-0.00479	-0.00529
0.545	-0.00079	-0.0107	-0.00684	-0.0048	-0.00528
0.55	-0.00083	-0.01047	-0.00688	-0.00496	-0.00525
0.555	-0.00078	-0.01055	-0.00683	-0.00512	-0.00514
0.56	-0.00056	-0.01089	-0.00692	-0.00527	-0.00509
0.565	-0.00047	-0.01081	-0.00701	-0.00502	-0.00519
0.57	-0.00021	-0.01072	-0.00692	-0.00483	-0.00481
0.575	0.00012	-0.0107	-0.00673	-0.00469	-0.00442
0.58	0.00049	-0.01066	-0.00655	-0.00449	-0.00423
0.585	0.00092	-0.01052	-0.00632	-0.00431	-0.004
0.59	0.00128	-0.01066	-0.00626	-0.00394	-0.00391
0.595	0.00123	-0.01085	-0.00633	-0.00329	-0.00398
0.6	0.00097	-0.01099	-0.00609	-0.00268	-0.00352
0.605	0.00104	-0.01051	-0.00586	-0.00272	-0.00325
0.61	0.00104	-0.01037	-0.00572	-0.00254	-0.00337
0.615	0.00104	-0.01047	-0.00581	-0.00245	-0.00323
0.62	0.00143	-0.0106	-0.00571	-0.00245	-0.00301
0.625	0.00187	-0.01057	-0.00577	-0.00234	-0.00321
0.63	0.00204	-0.01065	-0.0056	-0.0025	-0.00355
0.635	0.00215	-0.01078	-0.00549	-0.00258	-0.00321
0.64	0.00219	-0.01059	-0.00544	-0.00269	-0.00301
0.645	0.0018	-0.01035	-0.00512	-0.00278	-0.00277
0.65	0.00154	-0.01016	-0.00513	-0.00292	-0.00258
0.655	0.0016	-0.01006	-0.00537	-0.00269	-0.00247
0.66	0.00145	-0.00994	-0.00555	-0.00231	-0.0027
0.665	0.00148	-0.00991	-0.00548	-0.00235	-0.00275
0.67	0.00136	-0.00968	-0.00543	-0.00259	-0.00264
0.675	0.00117	-0.00928	-0.00523	-0.00284	-0.00254
0.68	0.0011	-0.00903	-0.00504	-0.00289	-0.00237
0.685	0.00092	-0.009	-0.00509	-0.00291	-0.00236
0.69	0.00083	-0.00915	-0.00557	-0.00273	-0.00232
0.695	0.00074	-0.00926	-0.00574	-0.00252	-0.00215
0.7	0.00092	-0.00909	-0.00566	-0.0022	-0.00227
0.705	0.00075	-0.00875	-0.00576	-0.00204	-0.00225
0.71	0.00073	-0.00853	-0.00559	-0.00195	-0.00244
0.715	0.001	-0.00895	-0.00539	-0.00191	-0.00249
0.72	0.00088	-0.00916	-0.00548	-0.00181	-0.00228
0.725	0.00058	-0.009	-0.00569	-0.00188	-0.00261
0.73	0.00064	-0.00887	-0.00592	-0.00168	-0.00312
0.735	0.00054	-0.00903	-0.00571	-0.00164	-0.00348
0.74	0.00044	-0.00894	-0.00555	-0.00167	-0.00362
0.745	0.00044	-0.00901	-0.00571	-0.00135	-0.00373
0.75	0.0001	-0.00923	-0.00612	-0.00062	-0.00385
0.755	-0.0003	-0.00906	-0.00599	0.00038	-0.00398
0.76	-0.00042	-0.00913	-0.00572	0.00083	-0.00431
0.765	-0.00067	-0.00921	-0.00553	0.00081	-0.00443
0.77	-0.00132	-0.00915	-0.00578	0.00058	-0.00417
0.775	-0.00191	-0.00929	-0.00595	0.00066	-0.00409
0.78	-0.00248	-0.00954	-0.00592	0.00092	-0.00417
0.785	-0.00287	-0.00944	-0.00608	0.00105	-0.00407
0.79	-0.00358	-0.00914	-0.00628	0.00107	-0.00402
0.795	-0.00405	-0.00877	-0.00626	0.00104	-0.00402
0.8	-0.00424	-0.00852	-0.00626	0.00104	-0.00399
0.805	-0.00464	-0.00826	-0.00609	0.00088	-0.00388
0.81	-0.00546	-0.00806	-0.00592	0.0009	-0.00372
0.815	-0.00612	-0.00789	-0.00572	0.00115	-0.00352
0.82	-0.00624	-0.00791	-0.00548	0.0014	-0.0036
0.825	-0.00619	-0.00779	-0.00532	0.00148	-0.00333
0.83	-0.0066	-0.00748	-0.00525	0.00137	-0.00318
0.835	-0.00695	-0.00759	-0.00536	0.00142	-0.00319
0.84	-0.00706	-0.00769	-0.00545	0.00145	-0.00306
0.845	-0.00717	-0.00728	-0.00546	0.00173	-0.00291
0.85	-0.00734	-0.00724	-0.00554	0.00182	-0.00277
0.855	-0.00739	-0.00692	-0.0056	0.00167	-0.00268
0.86	-0.00711	-0.00709	-0.00563	0.00153	-0.00288
0.865	-0.00681	-0.00741	-0.00562	0.00137	-0.00279
0.87	-0.00651	-0.00731	-0.00553	0.0014	-0.00277
0.875	-0.00623	-0.00733	-0.00536	0.00125	-0.0028
0.88	-0.00612	-0.00723	-0.00507	0.0012	-0.00271
0.885	-0.00611	-0.0068	-0.00488	0.0008	-0.00258
0.89	-0.00606	-0.00632	-0.00484	0.00057	-0.00261
0.895	-0.00636	-0.00603	-0.00472	0.00077	-0.0025
0.9	-0.0069	-0.00621	-0.00451	0.00124	-0.00256
0.905	-0.00746	-0.00672	-0.00437	0.00131	-0.0028
0.91	-0.00789	-0.00663	-0.00421	0.00119	-0.00296
0.915	-0.00811	-0.00665	-0.00416	0.00094	-0.00296
0.92	-0.00842	-0.00651	-0.00407	0.00072	-0.00293
0.925	-0.00877	-0.00662	-0.00392	0.00083	-0.00301
0.93	-0.00908	-0.00647	-0.00394	0.0009	-0.00272
0.935	-0.00949	-0.00634	-0.00402	0.00083	-0.00247
0.94	-0.00952	-0.00637	-0.00421	0.001	-0.00243
0.945	-0.00931	-0.00647	-0.00401	0.00109	-0.00254
0.95	-0.00926	-0.00623	-0.00354	0.00101	-0.00269
0.955	-0.00912	-0.00597	-0.0035	0.00099	-0.0027
0.96	-0.00887	-0.00627	-0.00355	0.00101	-0.00243
0.965	-0.00874	-0.0066	-0.00342	0.00116	-0.00225
0.97	-0.0086	-0.00672	-0.00354	0.00149	-0.00248
0.975	-0.00859	-0.00675	-0.00364	0.00138	-0.00283
0.98	-0.00863	-0.00682	-0.00352	0.00134	-0.00358
0.985	-0.00881	-0.00686	-0.0036	0.00142	-0.004
0.99	-0.00879	-0.00678	-0.00382	0.00128	-0.00387
0.995	-0.00878	-0.00661	-0.00394	0.00109	-0.00361
1	-0.00873	-0.00644	-0.00379	0.00113	-0.00361
1.005	-0.00852	-0.00633	-0.00334	0.00092	-0.00373
1.01	-0.00846	-0.00624	-0.0032	0.00096	-0.00378
1.015	-0.00817	-0.00614	-0.00312	0.00083	-0.00382
1.02	-0.00789	-0.00614	-0.00278	0.00092	-0.00375
1.025	-0.00746	-0.00631	-0.0026	0.0008	-0.00364
1.03	-0.00724	-0.0066	-0.00226	0.001	-0.0034
1.035	-0.00687	-0.00663	-0.0022	0.00128	-0.00341
1.04	-0.00637	-0.00647	-0.00212	0.00139	-0.00337
1.045	-0.00591	-0.00632	-0.00209	0.00173	-0.00307
1.05	-0.00542	-0.00633	-0.00199	0.002	-0.00288
1.055	-0.00492	-0.00617	-0.00179	0.00207	-0.00287
1.06	-0.0049	-0.00626	-0.0016	0.00195	-0.00301
1.065	-0.00499	-0.00653	-0.00144	0.00206	-0.00276
1.07	-0.00486	-0.0066	-0.00133	0.00267	-0.0026
1.075	-0.00492	-0.00677	-0.00098	0.00296	-0.00266
1.08	-0.00519	-0.00696	-0.0011	0.00286	-0.00268
1.085	-0.0055	-0.00692	-0.0016	0.00254	-0.00252
1.09	-0.00529	-0.00691	-0.00166	0.00233	-0.00206
1.095	-0.00511	-0.00707	-0.00151	0.00216	-0.00194
1.1	-0.00512	-0.00735	-0.00129	0.00176	-0.00228
1.105	-0.00486	-0.00751	-0.00109	0.00172	-0.0021
1.11	-0.00427	-0.00765	-0.00098	0.00148	-0.00217
1.115	-0.00359	-0.00759	-0.00092	0.00134	-0.00221
1.12	-0.00336	-0.00754	-0.00111	0.00105	-0.00217
1.125	-0.00339	-0.00764	-0.00119	0.0011	-0.00237
1.13	-0.00319	-0.00789	-0.00093	0.0013	-0.00226
1.135	-0.00311	-0.00799	-0.00084	0.00149	-0.00233
1.14	-0.00298	-0.00778	-0.00086	0.00168	-0.00217
1.145	-0.00275	-0.00753	-0.00066	0.00144	-0.00207
1.15	-0.00294	-0.00749	-0.00066	0.00121	-0.00209
1.155	-0.00307	-0.00754	-0.00065	0.00134	-0.00215
1.16	-0.00355	-0.00724	-0.00066	0.00144	-0.00217
1.165	-0.00427	-0.00678	-0.00057	0.00134	-0.00209
1.17	-0.00446	-0.00677	-0.00034	0.00131	-0.00194
1.175	-0.00437	-0.00662	0	0.00124	-0.00184
1.18	-0.00472	-0.00652	0	0.00144	-0.00177
1.185	-0.00501	-0.00638	0.00017	0.00192	-0.00167
1.19	-0.00534	-0.00642	0.00018	0.00253	-0.00147
1.195	-0.00515	-0.00648	0.00027	0.00292	-0.00152
1.2	-0.00506	-0.00641	0.0001	0.00305	-0.00193
1.205	-0.00515	-0.0066	0	0.00311	-0.00216
1.21	-0.00525	-0.00658	0.00019	0.00334	-0.00205
1.215	-0.00453	-0.00639	0.00015	0.00338	-0.00211
1.22	-0.00406	-0.00619	-0.00024	0.00348	-0.00242
1.225	-0.00414	-0.00671	-0.00064	0.0032	-0.00232
1.23	-0.00409	-0.00676	-0.00065	0.0031	-0.00196
1.235	-0.004	-0.00681	-0.00037	0.00345	-0.00164
1.24	-0.00374	-0.00685	0	0.00379	-0.00168
1.245	-0.00337	-0.00685	-0.00018	0.0038	-0.00184
1.25	-0.00319	-0.00628	-0.00059	0.00364	-0.00158
1.255	-0.00285	-0.00555	-0.00057	0.00384	-0.00121
1.26	-0.00294	-0.00544	-0.00042	0.00378	-0.00121
1.265	-0.00296	-0.00559	-0.00036	0.00416	-0.00123
1.27	-0.00261	-0.0057	-0.00046	0.00431	-0.00124
1.275	-0.00227	-0.00565	-0.00077	0.0045	-0.00103
1.28	-0.00166	-0.00549	-0.00052	0.00451	-0.00103
1.285	-0.0016	-0.00544	-0.00049	0.00418	-0.00115
1.29	-0.00188	-0.00555	-0.00049	0.00431	-0.00121
1.295	-0.00192	-0.00603	-0.0008	0.00456	-0.00121
1.3	-0.00189	-0.00641	-0.00094	0.00464	-0.00123
1.305	-0.00175	-0.00642	-0.0007	0.0048	-0.00135
1.31	-0.00169	-0.00642	-0.00074	0.00512	-0.00114
1.315	-0.00149	-0.00603	-0.00078	0.00512	-0.00063
1.32	-0.00127	-0.00573	-0.00103	0.00514	-0.00033
1.325	-0.00131	-0.00571	-0.00125	0.0052	-0.00015
1.33	-0.00191	-0.00588	-0.00116	0.00545	-0.00027
1.335	-0.00219	-0.00609	-0.00107	0.0056	0
1.34	-0.00249	-0.00604	-0.0011	0.00528	0
1.345	-0.00283	-0.00598	-0.00129	0.00489	-0.00018
1.35	-0.00352	-0.00603	-0.00133	0.00478	-0.00032
1.355	-0.00402	-0.00609	-0.00133	0.00474	-0.00011
1.36	-0.00442	-0.00623	-0.00143	0.00473	0
1.365	-0.00441	-0.00607	-0.00153	0.00498	-0.00023
1.37	-0.00401	-0.00583	-0.00171	0.00556	0
1.375	-0.00397	-0.00549	-0.00165	0.00598	0.00052
1.38	-0.00385	-0.00548	-0.00135	0.00587	0.00048
1.385	-0.00337	-0.00551	-0.00151	0.0057	0.00023
1.39	-0.00316	-0.00549	-0.00179	0.00568	0
1.395	-0.00316	-0.00535	-0.00181	0.00579	0.00036
1.4	-0.00305	-0.0054	-0.00172	0.00574	0.0005
1.405	-0.00311	-0.00558	-0.00188	0.0053	0.00031
1.41	-0.00341	-0.00573	-0.00198	0.0049	0.00023
1.415	-0.00361	-0.00609	-0.00193	0.00475	0
1.42	-0.00348	-0.00634	-0.00183	0.0049	0
1.425	-0.0035	-0.00628	-0.00151	0.00512	0
1.43	-0.00341	-0.00611	-0.00115	0.00509	-0.00013
1.435	-0.00363	-0.00605	-0.0007	0.00514	0
1.44	-0.00383	-0.00622	-0.00064	0.00509	0
1.445	-0.00377	-0.00633	-0.00069	0.00501	0
1.45	-0.00354	-0.00634	-0.00066	0.00502	0
1.455	-0.00357	-0.00661	-0.00063	0.00514	-0.0002
1.46	-0.0041	-0.00677	-0.0008	0.00523	-0.00033
1.465	-0.00436	-0.00652	-0.00073	0.00511	-0.00054
1.47	-0.00428	-0.00632	-0.00043	0.00506	-0.00064
1.475	-0.00435	-0.00622	-0.00017	0.00522	-0.0006
1.48	-0.00432	-0.00595	-0.00026	0.00537	-0.00061
1.485	-0.00428	-0.00604	-0.00052	0.00536	-0.0005
1.49	-0.00438	-0.00634	-0.00054	0.00498	-0.00029
1.495	-0.00431	-0.00626	-0.00018	0.00445	-0.0002
1.5	-0.00424	-0.00593	0.00013	0.00421	-0.00053
1.505	-0.00424	-0.00593	0.00029	0.00393	-0.00081
1.51	-0.00422	-0.00589	0.00042	0.00354	-0.00104
1.515	-0.00409	-0.00602	0.00059	0.00338	-0.0012
1.52	-0.00359	-0.00608	0.00073	0.00343	-0.00141
1.525	-0.00265	-0.00613	0.00064	0.00313	-0.00173
1.53	-0.00208	-0.006	0.00068	0.00286	-0.00187
1.535	-0.00175	-0.00561	0.00069	0.00286	-0.00183
1.54	-0.00174	-0.00506	0.00075	0.00297	-0.00166
1.545	-0.00148	-0.00491	0.00073	0.00307	-0.00156
1.55	-0.00097	-0.0047	0.00073	0.00297	-0.00185
1.555	-0.00084	-0.00439	0.00065	0.0031	-0.00202
1.56	-0.00066	-0.00434	0.00042	0.00339	-0.00171
1.565	-0.00082	-0.00482	0.00033	0.00358	-0.00112
1.57	-0.00096	-0.00493	0.00047	0.00362	-0.00091
1.575	-0.00093	-0.00486	0.00056	0.00356	-0.00103
1.58	-0.00127	-0.00471	0.00031	0.00398	-0.00147
1.585	-0.00179	-0.00453	-0.00011	0.00431	-0.00178
1.59	-0.00235	-0.00461	-0.00036	0.00454	-0.002
1.595	-0.0028	-0.00434	0	0.00507	-0.00196
1.6	-0.00336	-0.00412	0.00027	0.00573	-0.00185
1.605	-0.00366	-0.00368	0.00052	0.0058	-0.00178
1.61	-0.00383	-0.00301	0.00071	0.00571	-0.00195
1.615	-0.00402	-0.00259	0.00086	0.00585	-0.00209
1.62	-0.00448	-0.00274	0.00091	0.00613	-0.00238
1.625	-0.00477	-0.00315	0.00068	0.00613	-0.0026
1.63	-0.00498	-0.00329	0.00046	0.00587	-0.00268
1.635	-0.00508	-0.00317	0.00046	0.00593	-0.00245
1.64	-0.00516	-0.00335	0.0006	0.00624	-0.00225
1.645	-0.00528	-0.00329	0.00068	0.00617	-0.00225
1.65	-0.00551	-0.00308	0.00064	0.00616	-0.00206
1.655	-0.00543	-0.003	0.00059	0.00643	-0.00189
1.66	-0.00518	-0.00273	0.00052	0.00636	-0.00178
1.665	-0.00498	-0.00253	0.0004	0.00619	-0.00171
1.67	-0.00524	-0.00243	0.00023	0.00624	-0.00196
1.675	-0.00563	-0.00264	0.0001	0.00621	-0.00241
1.68	-0.00577	-0.00272	0	0.00575	-0.00241
1.685	-0.00567	-0.00258	-0.00034	0.00554	-0.00211
1.69	-0.00571	-0.00242	-0.00032	0.0053	-0.00205
1.695	-0.00584	-0.00224	-0.00015	0.00521	-0.00217
1.7	-0.00589	-0.00232	0	0.00494	-0.00201
1.705	-0.00602	-0.00276	0	0.00446	-0.00202
1.71	-0.00636	-0.00308	-0.00013	0.0041	-0.00218
1.715	-0.00665	-0.00346	-0.00013	0.0041	-0.00218
1.72	-0.00702	-0.00326	-0.0004	0.00417	-0.00198
1.725	-0.00778	-0.00317	-0.00066	0.00429	-0.00188
1.73	-0.00822	-0.00305	-0.00077	0.0044	-0.00171
1.735	-0.00837	-0.00271	-0.00066	0.00436	-0.00169
1.74	-0.00874	-0.00261	-0.00049	0.00469	-0.00152
1.745	-0.00896	-0.00274	-0.00043	0.00494	-0.00137
1.75	-0.00934	-0.00305	-0.00022	0.00488	-0.0014
1.755	-0.00957	-0.00302	0.00011	0.00484	-0.00146
1.76	-0.01005	-0.00268	0.00029	0.00447	-0.0011
1.765	-0.01062	-0.00223	0.00049	0.00434	-0.00088
1.77	-0.01099	-0.00185	0.00075	0.00455	-0.0009
1.775	-0.01147	-0.00162	0.00069	0.00427	-0.0011
1.78	-0.01175	-0.00157	0.00065	0.00412	-0.0011
1.785	-0.01161	-0.00183	0.00057	0.00412	-0.00098
1.79	-0.01154	-0.00234	0.00065	0.0043	-0.00082
1.795	-0.01141	-0.00245	0.00078	0.00427	-0.00091
1.8	-0.01113	-0.00259	0.0007	0.00437	-0.00063
1.805	-0.01091	-0.00272	0.00055	0.00442	-0.00025
1.81	-0.0104	-0.00263	0.00064	0.00435	0
1.815	-0.00986	-0.00245	0.00086	0.00431	0
1.82	-0.00964	-0.00239	0.00096	0.00432	0.00017
1.825	-0.00959	-0.00232	0.00107	0.00422	0.00012
1.83	-0.00955	-0.00232	0.00091	0.00386	-0.00026
1.835	-0.00937	-0.00223	0.00069	0.00354	-0.00012
1.84	-0.00904	-0.00224	0.00071	0.00329	0
1.845	-0.00886	-0.00209	0.00063	0.00312	-0.00033
1.85	-0.00886	-0.00201	0.00055	0.00263	-0.00032
1.855	-0.00878	-0.00214	0.0004	0.00215	-0.00031
1.86	-0.00839	-0.00204	0.0005	0.00204	-0.00026
1.865	-0.00816	-0.00189	0.00063	0.00204	-0.00064
1.87	-0.00777	-0.0018	0.0007	0.00217	-0.00108
1.875	-0.00765	-0.0018	0.00066	0.00209	-0.00155
1.88	-0.00768	-0.00157	0.00075	0.00178	-0.00167
1.885	-0.00752	-0.00132	0.00089	0.00177	-0.00172
1.89	-0.00735	-0.00121	0.00086	0.00195	-0.00183
1.895	-0.00712	-0.00126	0.0007	0.00238	-0.00215
1.9	-0.00726	-0.00122	0.00061	0.00298	-0.00256
1.905	-0.00732	-0.00086	0.00065	0.003	-0.00243
1.91	-0.00721	-0.00065	0.0007	0.00274	-0.00238
1.915	-0.00713	-0.00045	0.00103	0.00284	-0.00236
1.92	-0.00684	0	0.00112	0.00303	-0.00255
1.925	-0.00636	0.0002	0.001	0.00274	-0.00291
1.93	-0.00579	0.00016	0.001	0.00215	-0.00307
1.935	-0.00532	0	0.00112	0.00167	-0.00331
1.94	-0.00514	-0.00047	0.00116	0.00164	-0.00346
1.945	-0.00473	-0.00044	0.00138	0.00166	-0.00346
1.95	-0.00415	-0.00021	0.00154	0.00155	-0.00347
1.955	-0.00339	-0.00018	0.00149	0.00135	-0.00348
1.96	-0.0027	-0.00023	0.00185	0.00126	-0.00364
1.965	-0.00232	-0.00023	0.0022	0.00125	-0.00352
1.97	-0.00208	-0.00019	0.00206	0.00101	-0.00372
1.975	-0.00157	-0.00047	0.00188	0.00087	-0.0039
1.98	-0.00114	-0.0005	0.00204	0.00068	-0.00409
1.985	-0.00036	-0.00031	0.00191	0.00075	-0.00398
1.99	0.00034	-0.00048	0.00185	0.00106	-0.00422
1.995	0.00082	-0.00068	0.00216	0.00126	-0.00442
2	0.00115	-0.00082	0.00235	0.00128	-0.0047
2.005	0.00127	-0.00076	0.00236	0.00109	-0.0049
2.01	0.00144	-0.00096	0.00243	0.00135	-0.00497
2.015	0.0018	-0.00128	0.00285	0.00173	-0.00485
2.02	0.00204	-0.00131	0.00319	0.002	-0.00459
2.025	0.00208	-0.00126	0.00317	0.00193	-0.00358
2.03	0.00202	-0.0012	0.00313	0.00154	-0.00296
2.035	0.00211	-0.00117	0.00328	0.00179	-0.00265
2.04	0.00213	-0.00137	0.00331	0.00215	-0.00228
2.045	0.00227	-0.00132	0.00346	0.0023	-0.0021
2.05	0.0025	-0.00122	0.00357	0.00215	-0.00217
2.055	0.00275	-0.00121	0.00364	0.0022	-0.0022
2.06	0.00293	-0.00132	0.00369	0.00252	-0.00252
2.065	0.00337	-0.00159	0.00378	0.00254	-0.00259
2.07	0.00345	-0.00142	0.00387	0.00206	-0.00243
2.075	0.0035	-0.00098	0.00373	0.00159	-0.00234
2.08	0.00381	-0.00081	0.0036	0.0012	-0.0025
2.085	0.0042	-0.00072	0.00387	0.00149	-0.0027
2.09	0.00422	-0.00069	0.00419	0.00201	-0.00293
2.095	0.00446	-0.00076	0.00432	0.002	-0.00282
2.1	0.00489	-0.00058	0.00448	0.0021	-0.00269
2.105	0.00497	-0.00031	0.00443	0.00254	-0.00274
2.11	0.00467	0	0.00451	0.00325	-0.0028
2.115	0.00441	0.00023	0.00465	0.00349	-0.0029
2.12	0.00409	0.00043	0.00448	0.0036	-0.00291
2.125	0.00362	0.00054	0.00449	0.00379	-0.00299
2.13	0.00355	0.00044	0.00467	0.00405	-0.00301
2.135	0.00375	0.00057	0.00485	0.00422	-0.00318
