Time,normalized,interpolated,MGCplus_5,result,ModifiedMGCplus_5
0.265,0.029941323501199036,-0.005220000000000001,-0.005220000000000001,1,-0.005220000000000001
0.27,0.03004132350119904,-0.00512,-0.00512,1,-0.00512
0.275,0.030181323501199044,-0.00498,-0.00498,1,-0.00498
0.28,0.030341323501199037,-0.0048200000000000005,-0.0048200000000000005,1,-0.0048200000000000005
0.285,0.03039132350119904,-0.00477,-0.00477,1,-0.00477
0.29,0.030801323501199043,-0.00436,-0.00436,1,-0.00436
0.295,0.03107132350119904,-0.00409,-0.00409,1,-0.00409
0.3,0.031041323501199043,-0.00412,-0.00412,1,-0.00412
0.305,0.031271323501199044,-0.00389,-0.00389,1,-0.00389
0.31,0.031421323501199035,-0.00374,-0.00374,1,-0.00374
0.315,0.031491323501199035,-0.00367,-0.00367,1,-0.00367
0.32,0.031561323501199036,-0.0036,-0.0036,1,-0.0036
0.325,0.031921323501199035,-0.00324,-0.00324,1,-0.00324
0.33,0.03214132350119904,-0.00302,-0.00302,1,-0.00302
0.335,0.03209132350119905,-0.00307,-0.00307,1,-0.00307
0.34,0.032311323501199044,-0.00285,-0.00285,1,-0.00285
0.345,0.032371323501199034,-0.00279,-0.00279,1,-0.00279
0.35,0.032191323501199035,-0.00297,-0.00297,1,-0.00297
0.355,0.032451323501199045,-0.00271,-0.00271,1,-0.00271
0.36,0.032631323501199044,-0.00253,-0.00253,1,-0.00253
0.365,0.03266132350119904,-0.0025,-0.0025,1,-0.0025
0.37,0.03264132350119904,-0.00252,-0.00252,1,-0.00252
0.375,0.032471323501199044,-0.00269,-0.0026899999999999997,1,-0.00269
0.38,0.03218132350119904,-0.00298,-0.00298,1,-0.00298
0.385,0.032061323501199036,-0.0031,-0.0031,1,-0.0031
0.39,0.032041323501199044,-0.00312,-0.00312,1,-0.00312
0.395,0.032031323501199034,-0.00313,-0.00313,1,-0.00313
0.4,0.03187132350119904,-0.00329,-0.00329,1,-0.00329
0.405,0.031791323501199044,-0.00337,-0.00337,1,-0.00337
0.41,0.031761323501199035,-0.0034,-0.0034,1,-0.0034
0.415,0.031811323501199036,-0.00335,-0.00335,1,-0.00335
0.42,0.031831323501199035,-0.00333,-0.0033299999999999996,1,-0.00333
0.425,0.03182132350119904,-0.00334,-0.0033399999999999997,1,-0.00334
0.43,0.031761323501199035,-0.0034,-0.0034,1,-0.0034
0.435,0.03164132350119904,-0.00352,-0.00352,1,-0.00352
0.44,0.031771323501199045,-0.00339,-0.00339,1,-0.00339
0.445,0.031761323501199035,-0.0034,-0.0034,1,-0.0034
0.45,0.03125132350119904,-0.00391,-0.00391,1,-0.00391
0.455,0.03098132350119904,-0.00418,-0.00418,1,-0.00418
0.46,0.031021323501199044,-0.00414,-0.00414,1,-0.00414
0.465,0.03116132350119904,-0.004,-0.004,1,-0.004
0.47,0.031141323501199043,-0.00402,-0.00402,1,-0.00402
0.475,0.031041323501199043,-0.00412,-0.00412,1,-0.00412
0.48,0.030951323501199043,-0.00421,-0.00421,1,-0.00421
0.485,0.030601323501199037,-0.00456,-0.00456,1,-0.00456
0.49,0.030521323501199044,-0.00464,-0.00464,1,-0.00464
0.495,0.030691323501199037,-0.00447,-0.00447,1,-0.00447
0.5,0.030691323501199037,-0.00447,-0.00447,1,-0.00447
0.505,0.030501323501199037,-0.00466,-0.00466,1,-0.00466
0.51,0.030331323501199037,-0.00483,-0.00483,1,-0.00483
0.515,0.030151323501199038,-0.0050100000000000006,-0.0050100000000000006,1,-0.0050100000000000006
0.52,0.030121323501199043,-0.00504,-0.00504,1,-0.00504
0.525,0.030171323501199037,-0.00499,-0.00499,1,-0.00499
0.53,0.030261323501199037,-0.0049,-0.0049,1,-0.0049
0.535,0.030121323501199043,-0.00504,-0.00504,1,-0.00504
0.54,0.02987132350119904,-0.00529,-0.0052899999999999996,1,-0.00529
0.545,0.02988132350119904,-0.00528,-0.00528,1,-0.00528
0.55,0.029911323501199037,-0.00525,-0.00525,1,-0.00525
0.555,0.030021323501199043,-0.00514,-0.00514,1,-0.00514
0.56,0.030071323501199038,-0.00509,-0.00509,1,-0.00509
0.565,0.029971323501199038,-0.00519,-0.00519,1,-0.00519
0.57,0.030351323501199037,-0.00481,-0.00481,1,-0.00481
0.575,0.030741323501199038,-0.00442,-0.00442,1,-0.00442
0.58,0.030931323501199044,-0.004229999999999999,-0.004229999999999999,1,-0.004229999999999999
0.585,0.03116132350119904,-0.004,-0.004,1,-0.004
0.59,0.03125132350119904,-0.00391,-0.00391,1,-0.00391
0.595,0.031181323501199038,-0.00398,-0.00398,1,-0.00398
0.6,0.03164132350119904,-0.00352,-0.00352,1,-0.00352
0.605,0.03191132350119904,-0.00325,-0.00325,1,-0.00325
0.61,0.031791323501199044,-0.00337,-0.00337,1,-0.00337
0.615,0.031931323501199045,-0.00323,-0.00323,1,-0.00323
0.62,0.032151323501199036,-0.00301,-0.00301,1,-0.00301
0.625,0.031951323501199044,-0.00321,-0.00321,1,-0.00321
0.63,0.031611323501199044,-0.00355,-0.00355,1,-0.00355
0.635,0.031951323501199044,-0.00321,-0.00321,1,-0.00321
0.64,0.032151323501199036,-0.00301,-0.00301,1,-0.00301
0.645,0.03239132350119904,-0.00277,-0.00277,1,-0.00277
0.65,0.032581323501199036,-0.0025800000000000003,-0.0025800000000000003,1,-0.0025800000000000003
0.655,0.032691323501199035,-0.00247,-0.00247,1,-0.00247
0.66,0.03246132350119904,-0.0027,-0.0027,1,-0.0027
0.665,0.03241132350119904,-0.00275,-0.00275,1,-0.00275
0.67,0.032521323501199045,-0.00264,-0.00264,1,-0.00264
0.675,0.032621323501199034,-0.00254,-0.0025399999999999997,1,-0.00254
0.68,0.032791323501199045,-0.00237,-0.00237,1,-0.00237
0.685,0.03280132350119904,-0.00236,-0.00236,1,-0.00236
0.69,0.03284132350119904,-0.00232,-0.00232,1,-0.00232
0.695,0.033011323501199036,-0.00215,-0.00215,1,-0.00215
0.7,0.03289132350119904,-0.00227,-0.00227,1,-0.00227
0.705,0.03291132350119904,-0.00225,-0.00225,1,-0.00225
0.71,0.032721323501199044,-0.00244,-0.00244,1,-0.00244
0.715,0.032671323501199036,-0.00249,-0.00249,1,-0.00249
0.72,0.032881323501199045,-0.00228,-0.00228,1,-0.00228
0.725,0.03255132350119904,-0.0026100000000000003,-0.0026100000000000003,1,-0.0026100000000000003
0.73,0.032041323501199044,-0.00312,-0.00312,1,-0.00312
0.735,0.031681323501199045,-0.00348,-0.0034799999999999996,1,-0.00348
0.74,0.031541323501199044,-0.00362,-0.0036200000000000004,1,-0.00362
0.745,0.031431323501199045,-0.00373,-0.00373,1,-0.00373
0.75,0.031311323501199036,-0.00385,-0.00385,1,-0.00385
0.755,0.031181323501199038,-0.00398,-0.00398,1,-0.00398
0.76,0.030851323501199037,-0.0043100000000000005,-0.0043100000000000005,1,-0.0043100000000000005
0.765,0.03073132350119904,-0.00443,-0.00443,1,-0.00443
0.77,0.03099132350119904,-0.00417,-0.00417,1,-0.00417
0.775,0.03107132350119904,-0.00409,-0.00409,1,-0.00409
0.78,0.03099132350119904,-0.00417,-0.00417,1,-0.00417
0.785,0.031091323501199038,-0.004070000000000001,-0.004070000000000001,1,-0.004070000000000001
0.79,0.031141323501199043,-0.00402,-0.00402,1,-0.00402
0.795,0.031141323501199043,-0.00402,-0.00402,1,-0.00402
0.8,0.031171323501199038,-0.00399,-0.00399,1,-0.00399
0.805,0.03128132350119904,-0.00388,-0.0038799999999999998,1,-0.00388
0.81,0.03144132350119904,-0.00372,-0.00372,1,-0.00372
0.815,0.03164132350119904,-0.00352,-0.00352,1,-0.00352
0.82,0.031561323501199036,-0.0036,-0.0036,1,-0.0036
0.825,0.031831323501199035,-0.00333,-0.0033299999999999996,1,-0.00333
0.83,0.03198132350119904,-0.00318,-0.00318,1,-0.00318
0.835,0.031971323501199043,-0.00319,-0.0031899999999999997,1,-0.00319
0.84,0.032101323501199035,-0.00306,-0.0030600000000000002,1,-0.00306
0.845,0.03225132350119904,-0.0029100000000000003,-0.0029100000000000003,1,-0.0029100000000000003
0.85,0.03239132350119904,-0.00277,-0.00277,1,-0.00277
0.855,0.03248132350119904,-0.00268,-0.00268,1,-0.00268
0.86,0.032281323501199034,-0.00288,-0.00288,1,-0.00288
0.865,0.032371323501199034,-0.00279,-0.00279,1,-0.00279
0.87,0.03239132350119904,-0.00277,-0.00277,1,-0.00277
0.875,0.032361323501199045,-0.0028,-0.0028,1,-0.0028
0.88,0.032451323501199045,-0.00271,-0.00271,1,-0.00271
0.885,0.032581323501199036,-0.0025800000000000003,-0.0025800000000000003,1,-0.0025800000000000003
0.89,0.03255132350119904,-0.0026100000000000003,-0.0026100000000000003,1,-0.0026100000000000003
0.895,0.03266132350119904,-0.0025,-0.0025,1,-0.0025
0.9,0.032601323501199035,-0.00256,-0.00256,1,-0.00256
0.905,0.032361323501199045,-0.0028,-0.0028,1,-0.0028
0.91,0.032201323501199045,-0.00296,-0.00296,1,-0.00296
0.915,0.032201323501199045,-0.00296,-0.00296,1,-0.00296
0.92,0.03223132350119904,-0.00293,-0.00293,1,-0.00293
0.925,0.032151323501199036,-0.00301,-0.00301,1,-0.00301
0.93,0.032441323501199035,-0.00272,-0.0027199999999999998,1,-0.00272
0.935,0.032691323501199035,-0.00247,-0.00247,1,-0.00247
0.94,0.03273132350119904,-0.00243,-0.00243,1,-0.00243
0.945,0.032621323501199034,-0.00254,-0.0025399999999999997,1,-0.00254
0.95,0.032471323501199044,-0.00269,-0.0026899999999999997,1,-0.00269
0.955,0.03246132350119904,-0.0027,-0.0027,1,-0.0027
0.96,0.03273132350119904,-0.00243,-0.00243,1,-0.00243
0.965,0.03291132350119904,-0.00225,-0.00225,1,-0.00225
0.97,0.03268132350119904,-0.00248,-0.00248,1,-0.00248
0.975,0.032331323501199036,-0.00283,-0.00283,1,-0.00283
0.98,0.031581323501199035,-0.00358,-0.00358,1,-0.00358
0.985,0.03116132350119904,-0.004,-0.004,1,-0.004
0.99,0.031291323501199036,-0.00387,-0.00387,1,-0.00387
0.995,0.03155132350119904,-0.00361,-0.00361,1,-0.00361
1.0,0.03155132350119904,-0.00361,-0.00361,1,-0.00361
1.005,0.031431323501199045,-0.00373,-0.00373,1,-0.00373
1.01,0.031381323501199036,-0.00378,-0.0037799999999999995,1,-0.00378
1.015,0.03134132350119904,-0.003820000000000001,-0.003820000000000001,1,-0.003820000000000001
1.02,0.031411323501199045,-0.00375,-0.00375,1,-0.00375
1.025,0.031521323501199044,-0.00364,-0.00364,1,-0.00364
1.03,0.031761323501199035,-0.0034,-0.0034,1,-0.0034
1.035,0.03175132350119904,-0.0034100000000000003,-0.0034100000000000003,1,-0.0034100000000000003
1.04,0.031791323501199044,-0.00337,-0.00337,1,-0.00337
1.045,0.03209132350119905,-0.00307,-0.00307,1,-0.00307
1.05,0.032281323501199034,-0.00288,-0.00288,1,-0.00288
1.055,0.032291323501199044,-0.00287,-0.0028699999999999997,1,-0.00287
1.06,0.032151323501199036,-0.00301,-0.00301,1,-0.00301
1.065,0.032401323501199036,-0.0027600000000000003,-0.0027600000000000003,1,-0.0027600000000000003
1.07,0.032561323501199044,-0.0026,-0.0026,1,-0.0026
1.075,0.03250132350119904,-0.00266,-0.00266,1,-0.00266
1.08,0.03248132350119904,-0.00268,-0.00268,1,-0.00268
1.085,0.03264132350119904,-0.00252,-0.00252,1,-0.00252
1.09,0.033101323501199036,-0.00206,-0.00206,1,-0.00206
1.095,0.033221323501199045,-0.00194,-0.0019399999999999999,1,-0.00194
1.1,0.032881323501199045,-0.00228,-0.00228,1,-0.00228
1.105,0.033061323501199044,-0.0021,-0.0021,1,-0.0021
1.11,0.032991323501199044,-0.00217,-0.00217,1,-0.00217
1.115,0.032951323501199045,-0.00221,-0.00221,1,-0.00221
1.12,0.032991323501199044,-0.00217,-0.00217,1,-0.00217
1.125,0.032791323501199045,-0.00237,-0.00237,1,-0.00237
1.13,0.032901323501199044,-0.0022600000000000003,-0.0022600000000000003,1,-0.0022600000000000003
1.135,0.032831323501199036,-0.00233,-0.00233,1,-0.00233
1.14,0.032991323501199044,-0.00217,-0.00217,1,-0.00217
1.145,0.03309132350119904,-0.00207,-0.00207,1,-0.00207
1.15,0.03307132350119904,-0.00209,-0.00209,1,-0.00209
1.155,0.033011323501199036,-0.00215,-0.00215,1,-0.00215
1.16,0.032991323501199044,-0.00217,-0.00217,1,-0.00217
1.165,0.03307132350119904,-0.00209,-0.00209,1,-0.00209
1.17,0.033221323501199045,-0.00194,-0.0019399999999999999,1,-0.00194
1.175,0.03332132350119904,-0.00184,-0.0018399999999999998,1,-0.00184
1.18,0.033391323501199034,-0.00177,-0.0017699999999999999,1,-0.00177
1.185,0.033491323501199044,-0.0016699999999999998,-0.0016699999999999998,1,-0.0016699999999999998
1.19,0.033691323501199036,-0.00147,-0.00147,1,-0.00147
1.195,0.033641323501199034,-0.00152,-0.0015199999999999999,1,-0.00152
1.2,0.03323132350119904,-0.00193,-0.00193,1,-0.00193
1.205,0.03300132350119904,-0.00216,-0.00216,1,-0.00216
1.21,0.03311132350119904,-0.00205,-0.00205,1,-0.00205
1.215,0.033051323501199034,-0.0021100000000000003,-0.0021100000000000003,1,-0.0021100000000000003
1.22,0.032741323501199036,-0.00242,-0.00242,1,-0.00242
1.225,0.03284132350119904,-0.00232,-0.00232,1,-0.00232
1.23,0.033201323501199045,-0.00196,-0.00196,1,-0.00196
1.235,0.03352132350119904,-0.00164,-0.00164,1,-0.00164
1.24,0.03348132350119904,-0.00168,-0.00168,1,-0.00168
1.245,0.03332132350119904,-0.00184,-0.0018399999999999998,1,-0.00184
1.25,0.033581323501199044,-0.00158,-0.00158,1,-0.00158
1.255,0.03395132350119904,-0.00121,-0.00121,1,-0.00121
1.26,0.03395132350119904,-0.00121,-0.00121,1,-0.00121
1.265,0.03393132350119904,-0.00123,-0.00123,1,-0.00123
1.27,0.033921323501199044,-0.00124,-0.00124,1,-0.00124
1.275,0.03413132350119904,-0.00103,-0.00103,1,-0.00103
1.28,0.03413132350119904,-0.00103,-0.00103,1,-0.00103
1.285,0.034011323501199044,-0.00115,-0.00115,1,-0.00115
1.29,0.03395132350119904,-0.00121,-0.00121,1,-0.00121
1.295,0.03395132350119904,-0.00121,-0.00121,1,-0.00121
1.3,0.03393132350119904,-0.00123,-0.00123,1,-0.00123
1.305,0.033811323501199045,-0.00135,-0.00135,1,-0.00135
1.31,0.03402132350119904,-0.00114,-0.00114,1,-0.00114
1.315,0.034531323501199036,-0.00063,-0.00063,1,-0.00063
1.32,0.034831323501199045,-0.00033,-0.00033,1,-0.00033
1.325,0.035011323501199045,-0.00015,-0.00015,1,-0.00015
1.33,0.034891323501199036,-0.00027,-0.00027,1,-0.00027
1.335,0.035161323501199035,0.0,0.0,1,0.0
1.34,0.035161323501199035,0.0,0.0,1,0.0
1.345,0.034981323501199035,-0.00018,-0.00018,1,-0.00018
1.35,0.034841323501199034,-0.00032,-0.00032,1,-0.00032
1.355,0.035051323501199036,-0.00011,-0.00011,1,-0.00011
1.36,0.035161323501199035,0.0,0.0,1,0.0
1.365,0.03493132350119904,-0.00023,-0.00022999999999999998,1,-0.00023
1.37,0.035161323501199035,0.0,0.0,1,0.0
1.375,0.035681323501199035,0.0005200000000000001,0.0005200000000000001,1,0.0005200000000000001
1.38,0.035641323501199036,0.00048,0.00047999999999999996,1,0.00048
1.385,0.035391323501199036,0.00023,0.00022999999999999998,1,0.00023
1.39,0.035161323501199035,0.0,0.0,1,0.0
1.395,0.035521323501199034,0.00036,0.00036,1,0.00036
1.4,0.035661323501199035,0.0005,0.0005,1,0.0005
1.405,0.03547132350119904,0.00031,0.00031,1,0.00031
1.41,0.035391323501199036,0.00023,0.00022999999999999998,1,0.00023
1.415,0.035161323501199035,0.0,0.0,1,0.0
1.42,0.035161323501199035,0.0,0.0,1,0.0
1.425,0.035161323501199035,0.0,0.0,1,0.0
1.43,0.035031323501199044,-0.00013000000000000002,-0.00013000000000000002,1,-0.00013000000000000002
1.435,0.035161323501199035,0.0,0.0,1,0.0
1.44,0.035161323501199035,0.0,0.0,1,0.0
1.445,0.035161323501199035,0.0,0.0,1,0.0
1.45,0.035161323501199035,0.0,0.0,1,0.0
1.455,0.034961323501199036,-0.0002,-0.0002,1,-0.0002
1.46,0.034831323501199045,-0.00033,-0.00033,1,-0.00033
1.465,0.034621323501199036,-0.00054,-0.00054,1,-0.00054
1.47,0.03452132350119904,-0.00064,-0.00064,1,-0.00064
1.475,0.03456132350119904,-0.0006,-0.0006,1,-0.0006
1.48,0.034551323501199036,-0.00061,-0.00061,1,-0.00061
1.485,0.034661323501199034,-0.0005,-0.0005,1,-0.0005
1.49,0.034871323501199036,-0.00029,-0.00029,1,-0.00029
1.495,0.034961323501199036,-0.0002,-0.0002,1,-0.0002
1.5,0.03463132350119904,-0.00053,-0.00053,1,-0.00053
1.505,0.034351323501199044,-0.00081,-0.00081,1,-0.00081
1.51,0.034121323501199036,-0.00104,-0.0010400000000000001,1,-0.00104
1.515,0.033961323501199035,-0.0012,-0.0012,1,-0.0012
1.52,0.03375132350119904,-0.00141,-0.00141,1,-0.00141
1.525,0.03343132350119904,-0.00173,-0.00173,1,-0.00173
1.53,0.033291323501199045,-0.00187,-0.00187,1,-0.00187
1.535,0.033331323501199044,-0.00183,-0.00183,1,-0.00183
1.54,0.03350132350119904,-0.0016600000000000002,-0.0016600000000000002,1,-0.0016600000000000002
1.545,0.033601323501199036,-0.00156,-0.00156,1,-0.00156
1.55,0.033311323501199044,-0.00185,-0.00185,1,-0.00185
1.555,0.03314132350119904,-0.00202,-0.00202,1,-0.00202
1.56,0.03345132350119904,-0.00171,-0.0017100000000000001,1,-0.00171
1.565,0.03404132350119904,-0.00112,-0.00112,1,-0.00112
1.57,0.03425132350119904,-0.00091,-0.00091,1,-0.00091
1.575,0.03413132350119904,-0.00103,-0.00103,1,-0.00103
1.58,0.033691323501199036,-0.00147,-0.00147,1,-0.00147
1.585,0.033381323501199045,-0.00178,-0.0017800000000000001,1,-0.00178
1.59,0.03316132350119904,-0.002,-0.002,1,-0.002
1.595,0.033201323501199045,-0.00196,-0.00196,1,-0.00196
1.6,0.033311323501199044,-0.00185,-0.00185,1,-0.00185
1.605,0.033381323501199045,-0.00178,-0.0017800000000000001,1,-0.00178
1.61,0.033211323501199035,-0.00195,-0.00195,1,-0.00195
1.615,0.03307132350119904,-0.00209,-0.00209,1,-0.00209
1.62,0.032781323501199035,-0.00238,-0.00238,1,-0.00238
1.625,0.032561323501199044,-0.0026,-0.0026,1,-0.0026
1.63,0.03248132350119904,-0.00268,-0.00268,1,-0.00268
1.635,0.032711323501199034,-0.00245,-0.00245,1,-0.00245
1.64,0.03291132350119904,-0.00225,-0.00225,1,-0.00225
1.645,0.03291132350119904,-0.00225,-0.00225,1,-0.00225
1.65,0.033101323501199036,-0.00206,-0.00206,1,-0.00206
1.655,0.03327132350119904,-0.00189,-0.0018899999999999998,1,-0.00189
1.66,0.033381323501199045,-0.00178,-0.0017800000000000001,1,-0.00178
1.665,0.03345132350119904,-0.00171,-0.0017100000000000001,1,-0.00171
1.67,0.033201323501199045,-0.00196,-0.00196,1,-0.00196
1.675,0.03275132350119904,-0.00241,-0.0024100000000000002,1,-0.00241
1.68,0.03275132350119904,-0.00241,-0.0024100000000000002,1,-0.00241
1.685,0.033051323501199034,-0.0021100000000000003,-0.0021100000000000003,1,-0.0021100000000000003
1.69,0.03311132350119904,-0.00205,-0.00205,1,-0.00205
1.695,0.032991323501199044,-0.00217,-0.00217,1,-0.00217
1.7,0.033151323501199044,-0.00201,-0.00201,1,-0.00201
1.705,0.03314132350119904,-0.00202,-0.00202,1,-0.00202
1.71,0.03298132350119904,-0.00218,-0.00218,1,-0.00218
1.715,0.03298132350119904,-0.00218,-0.00218,1,-0.00218
1.72,0.03318132350119904,-0.00198,-0.00198,1,-0.00198
1.725,0.033281323501199035,-0.00188,-0.0018800000000000002,1,-0.00188
1.73,0.03345132350119904,-0.00171,-0.0017100000000000001,1,-0.00171
1.735,0.033471323501199045,-0.00169,-0.0016899999999999999,1,-0.00169
1.74,0.033641323501199034,-0.00152,-0.0015199999999999999,1,-0.00152
1.745,0.03379132350119904,-0.00137,-0.00137,1,-0.00137
1.75,0.033761323501199036,-0.0014,-0.0014,1,-0.0014
1.755,0.03370132350119904,-0.00146,-0.00146,1,-0.00146
1.76,0.034061323501199045,-0.0011,-0.0011,1,-0.0011
1.765,0.034281323501199036,-0.00088,-0.00088,1,-0.00088
1.77,0.034261323501199044,-0.0009,-0.0009,1,-0.0009
1.775,0.034061323501199045,-0.0011,-0.0011,1,-0.0011
1.78,0.034061323501199045,-0.0011,-0.0011,1,-0.0011
1.785,0.03418132350119904,-0.00098,-0.00098,1,-0.00098
1.79,0.03434132350119904,-0.00082,-0.00082,1,-0.00082
1.795,0.03425132350119904,-0.00091,-0.00091,1,-0.00091
1.8,0.034531323501199036,-0.00063,-0.00063,1,-0.00063
1.805,0.034911323501199035,-0.00025,-0.00025,1,-0.00025
1.81,0.035161323501199035,0.0,0.0,1,0.0
1.815,0.035161323501199035,0.0,0.0,1,0.0
1.82,0.03533132350119904,0.00017,0.00016999999999999999,1,0.00017
1.825,0.035281323501199044,0.00012,0.00011999999999999999,1,0.00012
1.83,0.03490132350119904,-0.00026000000000000003,-0.00026000000000000003,1,-0.00026000000000000003
1.835,0.03504132350119904,-0.00012,-0.00011999999999999999,1,-0.00012
1.84,0.035161323501199035,0.0,0.0,1,0.0
1.845,0.034831323501199045,-0.00033,-0.00033,1,-0.00033
1.85,0.034841323501199034,-0.00032,-0.00032,1,-0.00032
1.855,0.034851323501199044,-0.00031,-0.00031,1,-0.00031
1.86,0.03490132350119904,-0.00026000000000000003,-0.00026000000000000003,1,-0.00026000000000000003
1.865,0.03452132350119904,-0.00064,-0.00064,1,-0.00064
1.87,0.034081323501199044,-0.00108,-0.00108,1,-0.00108
1.875,0.03361132350119904,-0.00155,-0.00155,1,-0.00155
1.88,0.033491323501199044,-0.0016699999999999998,-0.0016699999999999998,1,-0.0016699999999999998
1.885,0.033441323501199036,-0.00172,-0.00172,1,-0.00172
1.89,0.033331323501199044,-0.00183,-0.00183,1,-0.00183
1.895,0.033011323501199036,-0.00215,-0.00215,1,-0.00215
1.9,0.032601323501199035,-0.00256,-0.00256,1,-0.00256
1.905,0.03273132350119904,-0.00243,-0.00243,1,-0.00243
1.91,0.032781323501199035,-0.00238,-0.00238,1,-0.00238
1.915,0.03280132350119904,-0.00236,-0.00236,1,-0.00236
1.92,0.03261132350119904,-0.00255,-0.00255,1,-0.00255
1.925,0.03225132350119904,-0.0029100000000000003,-0.0029100000000000003,1,-0.0029100000000000003
1.93,0.03209132350119905,-0.00307,-0.00307,1,-0.00307
1.935,0.031851323501199034,-0.00331,-0.00331,1,-0.00331
1.94,0.031701323501199044,-0.00346,-0.00346,1,-0.00346
1.945,0.031701323501199044,-0.00346,-0.00346,1,-0.00346
1.95,0.031691323501199034,-0.0034700000000000004,-0.0034700000000000004,1,-0.0034700000000000004
1.955,0.031681323501199045,-0.00348,-0.0034799999999999996,1,-0.00348
1.96,0.031521323501199044,-0.00364,-0.00364,1,-0.00364
1.965,0.03164132350119904,-0.00352,-0.00352,1,-0.00352
1.97,0.03144132350119904,-0.00372,-0.00372,1,-0.00372
1.975,0.031261323501199034,-0.0039,-0.0039,1,-0.0039
1.98,0.03107132350119904,-0.00409,-0.00409,1,-0.00409
1.985,0.031181323501199038,-0.00398,-0.00398,1,-0.00398
1.99,0.030941323501199037,-0.004220000000000001,-0.004220000000000001,1,-0.004220000000000001
1.995,0.030741323501199038,-0.00442,-0.00442,1,-0.00442
2.0,0.030461323501199043,-0.0047,-0.0047,1,-0.0047
2.005,0.030261323501199037,-0.0049,-0.0049,1,-0.0049
2.01,0.030191323501199036,-0.0049700000000000005,-0.0049700000000000005,1,-0.0049700000000000005
2.015,0.030311323501199038,-0.00485,-0.00485,1,-0.00485
2.02,0.030571323501199038,-0.00459,-0.0045899999999999995,1,-0.00459
