freqMGCplus_3,FFTmagMGCplus_3
0.004796163069544364,0.0011017813840208382
0.009592326139088728,0.004849054986993799
0.014388489208633093,0.0031426310796643466
0.019184652278177457,0.0028575839220440144
0.02398081534772182,0.004406750514012028
0.028776978417266185,0.0005246026948699685
0.03357314148681055,0.0035851187932676404
0.03836930455635491,0.005882132288568825
0.043165467625899276,0.0021347777511394597
0.04796163069544364,0.005297039638052637
0.05275779376498801,0.0076183215093274
0.05755395683453237,0.003446137985325324
0.06235011990407673,0.0058002917424648335
0.0671462829736211,0.003581248045348394
0.07194244604316546,0.006492309506964299
0.07673860911270983,0.005479944125967199
0.08153477218225419,0.004510251687700269
0.08633093525179855,0.006296428773277368
0.09112709832134291,0.0025770894854484482
0.09592326139088728,0.0018931284988739862
0.10071942446043165,0.00253259446069319
0.10551558752997602,0.0036732922123064522
0.11031175059952038,0.005553605735119966
0.11510791366906474,0.0059626553059982405
0.1199040767386091,0.001315034532214683
0.12470023980815347,0.0060468025034177576
0.12949640287769784,0.00021588765320867107
0.1342925659472422,0.0034463147329093034
0.13908872901678657,0.0020910651395606534
0.14388489208633093,0.004967580114151836
0.1486810551558753,0.0037708144097145634
0.15347721822541965,0.003842583857319417
0.15827338129496402,0.0020874427530265306
0.16306954436450838,0.0021074292837059256
0.16786570743405274,9.633802839139367e-05
0.1726618705035971,0.0013460676600251429
0.17745803357314147,0.003012205880218819
0.18225419664268583,0.0033786276054944414
0.1870503597122302,0.003249227419483808
0.19184652278177455,0.0026619338649953813
0.19664268585131894,0.0011086960836009943
0.2014388489208633,0.0007393013456513866
0.20623501199040767,0.004375841743245761
0.21103117505995203,0.0005058044231815822
0.2158273381294964,0.003048918220209885
0.22062350119904076,0.002362235027802488
0.22541966426858512,0.001960341166638228
0.23021582733812948,0.0013697385788924497
0.23501199040767384,0.0013119336713157874
0.2398081534772182,0.002536744498996804
0.24460431654676257,0.00011580597896829813
0.24940047961630693,0.0013712811980862672
0.2541966426858513,0.0010894504842414996
0.2589928057553957,0.0014892987488373658
0.26378896882494,0.001032441553297538
0.2685851318944844,0.0013282154224120081
0.27338129496402874,0.0014140437469237273
0.27817745803357313,0.00014368280509339572
0.28297362110311747,0.00230279395688514
0.28776978417266186,0.0009259167157796128
